"rasp1","location"
0.0000,1.1
-0.4231,1.2
-10.7927,1.3
-6.1868,1.4
-9.6628,1.5
-18.7714,10.1
-21.5000,10.2
-18.7326,10.3
-22.6237,10.4
-17.5556,10.5
-4.8889,2.1
-2.4810,2.2
-4.3973,2.3
-13.8904,2.4
-15.7912,2.5
-7.5000,3.1
-3.5000,3.2
-15.1299,3.3
-12.3797,3.4
-15.2368,3.5
-12.2299,4.1
-16.3625,4.2
-8.0563,4.3
-20.3425,4.4
-21.9560,4.5
-26.1354,5.1
-8.7857,5.2
-18.5862,5.3
-23.0297,5.4
-19.9634,5.5
-19.6907,6.1
-16.6263,6.2
-15.4211,6.3
-12.4382,6.4
-26.3563,6.5
-18.3158,7.1
-23.0000,7.2
-28.3889,7.3
-22.5632,7.4
-12.1831,7.5
-23.5556,8.1
-15.1071,8.2
-15.2530,8.3
-12.4872,8.4
-17.7612,8.5
-20.7750,9.1
-23.2917,9.2
-6.1296,9.3
-11.3718,9.4
-11.1412,9.5
