mac address, rasp, RX, timestamp, SN
A0:CB:FD:EF:17:78,1,-88,12:01:02.254,1929
DA:A1:19:85:92:46,1,-91,12:03:18.861,3649
8A:F2:4C:C9:21:23,1,-73,12:01:21.935,2473
8A:F2:4C:C9:21:23,1,-65,12:01:22.683,2482
8A:F2:4C:C9:21:23,1,-69,12:01:22.799,2483
8A:F2:4C:C9:21:23,1,-67,12:01:26.331,2497
8A:F2:4C:C9:21:23,1,-55,12:01:26.451,2498
8A:F2:4C:C9:21:23,1,-74,12:01:34.265,2519
8A:F2:4C:C9:21:23,1,-75,12:01:34.372,2520
8A:F2:4C:C9:21:23,1,-64,12:01:38.152,2540
8A:F2:4C:C9:21:23,1,-70,12:01:38.256,2541
8A:F2:4C:C9:21:23,1,-75,12:01:42.124,2562
8A:F2:4C:C9:21:23,1,-71,12:01:57.225,2599
8A:F2:4C:C9:21:23,1,-68,12:01:57.891,2608
8A:F2:4C:C9:21:23,1,-72,12:02:05.574,2623
8A:F2:4C:C9:21:23,1,-72,12:02:13.404,2644
8A:F2:4C:C9:21:23,1,-74,12:02:13.508,2646
8A:F2:4C:C9:21:23,1,-79,12:02:26.307,2665
8A:F2:4C:C9:21:23,1,-76,12:02:26.412,2667
8A:F2:4C:C9:21:23,1,-68,12:02:32.677,2693
8A:F2:4C:C9:21:23,1,-73,12:02:36.494,2708
8A:F2:4C:C9:21:23,1,-81,12:02:39.876,2725
8A:F2:4C:C9:21:23,1,-78,12:02:40.404,2735
8A:F2:4C:C9:21:23,1,-72,12:02:49.521,2746
8A:F2:4C:C9:21:23,1,-67,12:02:49.910,2756
8A:F2:4C:C9:21:23,1,-80,12:02:53.600,2772
8A:F2:4C:C9:21:23,1,-78,12:03:00.048,2797
8A:F2:4C:C9:21:23,1,-76,12:03:07.662,2812
8A:F2:4C:C9:21:23,1,-82,12:03:07.794,2814
8A:F2:4C:C9:21:23,1,-69,12:03:15.582,2834
8A:F2:4C:C9:21:23,1,-81,12:03:15.685,2836
8A:F2:4C:C9:21:23,1,-61,12:03:21.540,2851
8A:F2:4C:C9:21:23,1,-69,12:03:21.992,2861
8A:F2:4C:C9:21:23,1,-68,12:03:25.627,2876
8A:F2:4C:C9:21:23,1,-81,12:03:29.462,2896
8A:F2:4C:C9:21:23,1,-75,12:03:29.575,2898
8A:F2:4C:C9:21:23,1,-77,12:03:33.328,2917
8A:F2:4C:C9:21:23,1,-75,12:03:33.471,2918
8A:F2:4C:C9:21:23,1,-77,12:03:41.305,2938
8A:F2:4C:C9:21:23,1,-74,12:03:41.407,2940
8A:F2:4C:C9:21:23,1,-72,12:03:45.166,2959
8A:F2:4C:C9:21:23,1,-75,12:03:53.168,2982
8A:F2:4C:C9:21:23,1,-74,12:04:05.969,3001
8A:F2:4C:C9:21:23,1,-75,12:04:06.095,3003
20:6E:9C:F4:FF:DD,1,-78,11:58:30.741,661
20:6E:9C:F4:FF:DD,1,-70,11:58:31.016,669
20:6E:9C:F4:FF:DD,1,-73,11:58:42.052,707
20:6E:9C:F4:FF:DD,1,-78,11:58:42.164,710
20:6E:9C:F4:FF:DD,1,-82,11:58:42.277,714
20:6E:9C:F4:FF:DD,1,-79,11:59:01.059,741
20:6E:9C:F4:FF:DD,1,-68,11:59:01.179,745
20:6E:9C:F4:FF:DD,1,-67,11:59:01.283,748
20:6E:9C:F4:FF:DD,1,-68,11:59:01.398,753
20:6E:9C:F4:FF:DD,1,-78,11:59:01.511,758
20:6E:9C:F4:FF:DD,1,-68,11:59:36.272,787
20:6E:9C:F4:FF:DD,1,-67,11:59:36.392,789
20:6E:9C:F4:FF:DD,1,-70,11:59:36.505,795
20:6E:9C:F4:FF:DD,1,-69,12:00:30.797,827
20:6E:9C:F4:FF:DD,1,-68,12:00:30.907,831
20:6E:9C:F4:FF:DD,1,-74,12:00:31.013,834
20:6E:9C:F4:FF:DD,1,-77,12:00:41.860,867
20:6E:9C:F4:FF:DD,1,-70,12:00:41.961,870
20:6E:9C:F4:FF:DD,1,-67,12:00:42.063,874
20:6E:9C:F4:FF:DD,1,-77,12:01:00.862,905
20:6E:9C:F4:FF:DD,1,-69,12:01:00.966,909
20:6E:9C:F4:FF:DD,1,-65,12:01:01.070,913
20:6E:9C:F4:FF:DD,1,-68,12:01:01.181,915
20:6E:9C:F4:FF:DD,1,-70,12:01:36.168,950
20:6E:9C:F4:FF:DD,1,-73,12:01:36.284,954
20:6E:9C:F4:FF:DD,1,-79,12:01:36.396,957
20:6E:9C:F4:FF:DD,1,-69,12:02:31.068,987
20:6E:9C:F4:FF:DD,1,-71,12:02:31.171,990
20:6E:9C:F4:FF:DD,1,-74,12:02:31.290,992
20:6E:9C:F4:FF:DD,1,-64,12:02:42.306,1029
