mac address, rasp, RX, timestamp, SN
A0:CB:FD:EF:17:78,1,-1,11:19:05.175,0
82:B3:04:66:99:C1,1,-78,11:21:25.555,936
F4:E3:FB:85:66:D8,1,-1,11:17:05.050,0
F4:E3:FB:85:66:D8,1,-87,11:18:51.103,170
F4:E3:FB:85:66:D8,1,-81,11:19:03.695,343
F4:E3:FB:85:66:D8,1,-85,11:19:32.754,494
F4:E3:FB:85:66:D8,1,-80,11:19:51.089,520
20:6E:9C:F4:FF:DD,1,-83,11:17:29.021,958
20:6E:9C:F4:FF:DD,1,-86,11:17:34.609,1029
20:6E:9C:F4:FF:DD,1,-81,11:18:59.674,1833
20:6E:9C:F4:FF:DD,1,-73,11:19:40.368,1917
20:6E:9C:F4:FF:DD,1,-73,11:19:40.470,1921
20:6E:9C:F4:FF:DD,1,-72,11:19:40.583,1924
20:6E:9C:F4:FF:DD,1,-86,11:19:59.532,1958
20:6E:9C:F4:FF:DD,1,-77,11:20:34.631,2000
20:6E:9C:F4:FF:DD,1,-77,11:20:34.735,2005
20:6E:9C:F4:FF:DD,1,-81,11:21:29.639,2056
20:6E:9C:F4:FF:DD,1,-82,11:21:40.823,2097
DA:A1:19:27:6B:1F,1,-84,11:16:18.006,3945
DC:A9:04:4F:D9:35,1,-59,11:15:49.441,3182
DC:A9:04:4F:D9:35,1,-60,11:15:49.599,3184
DC:A9:04:4F:D9:35,1,-61,11:15:52.000,3281
DC:A9:04:4F:D9:35,1,-60,11:15:52.111,3283
DC:A9:04:4F:D9:35,1,-60,11:15:52.215,3307
DC:A9:04:4F:D9:35,1,-61,11:16:05.174,3327
DC:A9:04:4F:D9:35,1,-61,11:16:31.224,3505
DC:A9:04:4F:D9:35,1,-61,11:16:32.653,3555
DC:A9:04:4F:D9:35,1,-62,11:16:38.086,3581
DC:A9:04:4F:D9:35,1,-62,11:16:38.188,3593
DC:A9:04:4F:D9:35,1,-61,11:16:38.616,3617
DC:A9:04:4F:D9:35,1,-61,11:16:38.734,3635
DC:A9:04:4F:D9:35,1,-61,11:16:43.516,3691
DC:A9:04:4F:D9:35,1,-61,11:16:43.624,3709
DC:A9:04:4F:D9:35,1,-61,11:16:53.166,3732
DC:A9:04:4F:D9:35,1,-60,11:16:54.474,3743
DC:A9:04:4F:D9:35,1,-62,11:16:55.044,3774
DC:A9:04:4F:D9:35,1,-61,11:16:55.161,3775
DC:A9:04:4F:D9:35,1,-60,11:17:05.163,3816
DC:A9:04:4F:D9:35,1,-62,11:17:05.898,3831
DC:A9:04:4F:D9:35,1,-60,11:17:06.001,3836
DC:A9:04:4F:D9:35,1,-59,11:17:06.106,3844
DC:A9:04:4F:D9:35,1,-68,11:17:11.201,3853
DC:A9:04:4F:D9:35,1,-60,11:17:16.202,3884
DC:A9:04:4F:D9:35,1,-61,11:17:27.844,3940
DC:A9:04:4F:D9:35,1,-61,11:17:27.953,3956
DC:A9:04:4F:D9:35,1,-61,11:17:29.466,3996
DC:A9:04:4F:D9:35,1,-60,11:17:40.215,4054
DC:A9:04:4F:D9:35,1,-60,11:17:40.328,4064
DC:A9:04:4F:D9:35,1,-57,11:17:59.082,71
DC:A9:04:4F:D9:35,1,-60,11:17:59.299,75
DC:A9:04:4F:D9:35,1,-61,11:18:00.310,79
DC:A9:04:4F:D9:35,1,-62,11:18:02.452,148
DC:A9:04:4F:D9:35,1,-61,11:18:02.565,152
DC:A9:04:4F:D9:35,1,-61,11:18:02.672,153
DC:A9:04:4F:D9:35,1,-60,11:18:08.394,190
DC:A9:04:4F:D9:35,1,-60,11:18:08.502,200
DC:A9:04:4F:D9:35,1,-62,11:18:09.493,229
DC:A9:04:4F:D9:35,1,-60,11:18:09.600,230
DC:A9:04:4F:D9:35,1,-61,11:18:13.435,239
DC:A9:04:4F:D9:35,1,-60,11:18:13.538,243
DC:A9:04:4F:D9:35,1,-61,11:18:13.641,262
DC:A9:04:4F:D9:35,1,-60,11:18:13.747,268
DC:A9:04:4F:D9:35,1,-60,11:18:18.887,283
DC:A9:04:4F:D9:35,1,-61,11:18:19.046,287
DC:A9:04:4F:D9:35,1,-60,11:18:24.643,346
DC:A9:04:4F:D9:35,1,-61,11:18:24.745,354
DC:A9:04:4F:D9:35,1,-62,11:18:26.286,377
DC:A9:04:4F:D9:35,1,-61,11:18:27.515,381
DC:A9:04:4F:D9:35,1,-61,11:18:27.730,395
DC:A9:04:4F:D9:35,1,-61,11:18:27.832,412
DC:A9:04:4F:D9:35,1,-60,11:18:27.936,430
DC:A9:04:4F:D9:35,1,-60,11:18:39.388,499
DC:A9:04:4F:D9:35,1,-60,11:18:39.492,501
DC:A9:04:4F:D9:35,1,-62,11:18:50.205,512
DC:A9:04:4F:D9:35,1,-60,11:18:50.314,515
DC:A9:04:4F:D9:35,1,-60,11:18:50.419,531
DC:A9:04:4F:D9:35,1,-61,11:18:50.589,538
DC:A9:04:4F:D9:35,1,-60,11:19:01.381,606
DC:A9:04:4F:D9:35,1,-61,11:19:01.507,607
DC:A9:04:4F:D9:35,1,-61,11:19:02.403,609
DC:A9:04:4F:D9:35,1,-61,11:19:02.514,610
DC:A9:04:4F:D9:35,1,-61,11:19:05.072,622
DC:A9:04:4F:D9:35,1,-60,11:19:05.175,628
DC:A9:04:4F:D9:35,1,-60,11:19:05.323,629
DC:A9:04:4F:D9:35,1,-61,11:19:07.472,633
DC:A9:04:4F:D9:35,1,-56,11:19:07.793,660
DC:A9:04:4F:D9:35,1,-52,11:19:08.013,677
DC:A9:04:4F:D9:35,1,-64,11:19:08.118,686
DC:A9:04:4F:D9:35,1,-58,11:19:08.338,699
DC:A9:04:4F:D9:35,1,-60,11:19:09.419,709
DC:A9:04:4F:D9:35,1,-61,11:19:13.289,748
DC:A9:04:4F:D9:35,1,-60,11:19:13.468,754
DC:A9:04:4F:D9:35,1,-59,11:19:13.589,798
DC:A9:04:4F:D9:35,1,-57,11:19:30.014,890
DC:A9:04:4F:D9:35,1,-59,11:19:30.985,901
DC:A9:04:4F:D9:35,1,-60,11:19:34.922,905
DC:A9:04:4F:D9:35,1,-59,11:19:35.029,927
DC:A9:04:4F:D9:35,1,-59,11:19:36.069,939
DC:A9:04:4F:D9:35,1,-59,11:19:36.292,964
