mac address, timestamp, rasp, echo_time, rssi, lq, tpl
88:C9:D0:1F:3E:48,11:54:39.373,1,21.78,-29,12,19
88:C9:D0:1F:3E:48,11:57:31.895,1,202.30,-29,12,72
88:C9:D0:1F:3E:48,11:55:08.838,1,14.84,-33,12,4
88:C9:D0:1F:3E:48,11:55:58.293,1,188.57,-29,12,0
88:C9:D0:1F:3E:48,11:55:25.267,1,136.03,-30,12,0
88:C9:D0:1F:3E:48,11:54:56.124,1,276.04,-28,12,17
88:C9:D0:1F:3E:48,11:57:16.817,1,194.92,-31,12,40
88:C9:D0:1F:3E:48,11:57:40.788,1,159.80,-30,12,69
88:C9:D0:1F:3E:48,11:55:42.403,1,208.56,-34,12,0
88:C9:D0:1F:3E:48,11:55:59.423,1,129.88,-29,12,0
88:C9:D0:1F:3E:48,11:54:01.518,1,268.55,-30,12,0
88:C9:D0:1F:3E:48,11:52:28.370,1,18.67,-32,12,0
88:C9:D0:1F:3E:48,11:56:55.599,1,121.63,-28,12,255
88:C9:D0:1F:3E:48,11:54:19.824,1,88.61,-30,12,5
88:C9:D0:1F:3E:48,11:55:00.917,1,192.37,-30,12,9
88:C9:D0:1F:3E:48,11:53:31.587,1,231.09,-31,12,0
88:C9:D0:1F:3E:48,11:54:54.944,1,269.88,-31,12,17
88:C9:D0:1F:3E:48,11:52:19.650,1,136.00,-28,12,0
88:C9:D0:1F:3E:48,11:57:21.133,1,78.65,-28,12,69
88:C9:D0:1F:3E:48,11:57:19.035,1,192.37,-28,12,69
88:C9:D0:1F:3E:48,11:53:46.900,1,55.99,-29,12,7
88:C9:D0:1F:3E:48,11:53:40.784,1,279.77,-30,12,9
88:C9:D0:1F:3E:48,11:55:14.756,1,123.67,-29,12,0
88:C9:D0:1F:3E:48,11:53:32.608,1,21.17,-33,12,0
88:C9:D0:1F:3E:48,11:53:59.127,1,126.19,-31,12,0
88:C9:D0:1F:3E:48,11:55:30.439,1,209.87,-32,12,2
88:C9:D0:1F:3E:48,11:55:51.583,1,267.29,-29,12,0
88:C9:D0:1F:3E:48,11:56:20.493,1,263.36,-29,12,29
88:C9:D0:1F:3E:48,11:55:43.557,1,153.65,-33,12,0
88:C9:D0:1F:3E:48,11:56:34.676,1,86.07,-30,12,29
88:C9:D0:1F:3E:48,11:53:54.663,1,18.64,-32,12,0
88:C9:D0:1F:3E:48,11:53:03.622,1,48.59,-30,12,5
88:C9:D0:1F:3E:48,11:56:59.832,1,117.86,-28,12,72
88:C9:D0:1F:3E:48,11:55:47.165,1,279.83,-33,12,0
88:C9:D0:1F:3E:48,11:53:44.637,1,526.02,-33,12,7
88:C9:D0:1F:3E:48,11:55:06.659,1,79.90,-29,12,5
88:C9:D0:1F:3E:48,11:54:44.771,1,244.25,-28,12,15
88:C9:D0:1F:3E:48,11:57:02.086,1,202.23,-30,12,72
88:C9:D0:1F:3E:48,11:56:22.833,1,257.29,-29,12,29
88:C9:D0:1F:3E:48,11:54:42.473,1,91.73,-28,12,19
88:C9:D0:1F:3E:48,11:54:11.870,1,127.43,-32,12,5
88:C9:D0:1F:3E:48,11:55:19.772,1,296.15,-30,12,4
88:C9:D0:1F:3E:48,11:53:41.986,1,201.14,-31,12,9
88:C9:D0:1F:3E:48,11:57:49.970,1,479.79,-30,12,69
88:C9:D0:1F:3E:48,11:53:21.099,1,17.15,-31,12,0
88:C9:D0:1F:3E:48,11:57:52.409,1,198.64,-28,12,69
88:C9:D0:1F:3E:48,11:55:11.270,1,418.63,-29,12,4
88:C9:D0:1F:3E:48,11:56:19.283,1,124.91,-32,12,29
88:C9:D0:1F:3E:48,11:57:12.255,1,22.26,-31,12,45
88:C9:D0:1F:3E:48,11:54:02.761,1,242.35,-31,12,0
88:C9:D0:1F:3E:48,11:53:00.174,1,203.69,-27,12,4
88:C9:D0:1F:3E:48,11:53:26.988,1,234.86,-30,12,0
88:C9:D0:1F:3E:48,11:57:51.210,1,239.89,-31,12,69
88:C9:D0:1F:3E:48,11:54:26.541,1,129.89,-30,12,0
88:C9:D0:1F:3E:48,11:53:28.111,1,123.61,-33,12,0
88:C9:D0:1F:3E:48,11:54:30.352,1,298.58,-30,12,2
88:C9:D0:1F:3E:48,11:57:41.839,1,51.08,-28,12,69
88:C9:D0:1F:3E:48,11:54:17.690,1,203.62,-32,12,2
88:C9:D0:1F:3E:48,11:55:44.754,1,197.36,-31,12,0
88:C9:D0:1F:3E:48,11:56:12.473,1,56.14,-29,12,0
88:C9:D0:1F:3E:48,11:55:17.308,1,349.84,-29,12,0
88:C9:D0:1F:3E:48,11:57:48.490,1,339.82,-31,12,69
88:C9:D0:1F:3E:48,11:57:11.188,1,79.85,-29,12,45
88:C9:D0:1F:3E:48,11:52:10.440,1,163.57,-32,12,255
88:C9:D0:1F:3E:48,11:52:34.629,1,86.00,-29,12,2
88:C9:D0:1F:3E:48,11:55:48.286,1,119.80,-31,12,0
88:C9:D0:1F:3E:48,11:56:07.203,1,1618.63,-35,12,0
88:C9:D0:1F:3E:48,11:53:33.694,1,86.08,-31,12,0
88:C9:D0:1F:3E:48,11:52:29.620,1,249.85,-32,12,0
88:C9:D0:1F:3E:48,11:55:38.649,1,210.86,-32,12,0
88:C9:D0:1F:3E:48,11:55:50.315,1,16.12,-29,12,0
88:C9:D0:1F:3E:48,11:56:38.951,1,47.30,-29,12,30
88:C9:D0:1F:3E:48,11:52:32.077,1,147.29,-27,12,0
88:C9:D0:1F:3E:48,11:52:09.276,1,73.53,-29,12,255
88:C9:D0:1F:3E:48,11:57:26.310,1,50.99,-31,12,80
88:C9:D0:1F:3E:48,11:54:57.329,1,204.90,-27,12,17
88:C9:D0:1F:3E:48,11:57:46.078,1,58.50,-28,12,55
88:C9:D0:1F:3E:48,11:54:37.209,1,81.84,-33,12,4
88:C9:D0:1F:3E:48,11:55:36.352,1,77.41,-29,12,0
88:C9:D0:1F:3E:48,11:52:42.661,1,134.86,-29,12,0
88:C9:D0:1F:3E:48,11:52:17.383,1,128.63,-29,12,0
