mac address, timestamp, rasp, echo_time, rssi, lq, tpl
88:C9:D0:1F:3E:48,12:15:06.671,1,252.34,-33,12,0
88:C9:D0:1F:3E:48,12:16:32.531,1,147.40,-33,12,42
88:C9:D0:1F:3E:48,12:16:41.664,1,11.15,-34,12,22
88:C9:D0:1F:3E:48,12:14:05.245,1,131.10,-33,12,0
88:C9:D0:1F:3E:48,12:15:04.282,1,186.00,-34,12,0
88:C9:D0:1F:3E:48,12:14:23.168,1,157.36,-32,12,69
88:C9:D0:1F:3E:48,12:18:33.140,1,23.60,-34,12,30
88:C9:D0:1F:3E:48,12:17:09.193,1,211.17,-34,12,47
88:C9:D0:1F:3E:48,12:17:00.267,1,67.39,-35,12,255
88:C9:D0:1F:3E:48,12:17:56.050,1,162.38,-34,12,40
88:C9:D0:1F:3E:48,12:18:07.202,1,108.53,-34,12,7
88:C9:D0:1F:3E:48,12:15:27.061,1,134.80,-35,12,255
88:C9:D0:1F:3E:48,12:16:30.144,1,271.08,-34,12,42
88:C9:D0:1F:3E:48,12:13:46.039,1,461.01,-33,12,255
88:C9:D0:1F:3E:48,12:16:34.890,1,236.11,-31,12,20
88:C9:D0:1F:3E:48,12:16:03.839,1,141.16,-33,12,15
88:C9:D0:1F:3E:48,12:13:47.336,1,297.43,-36,12,255
88:C9:D0:1F:3E:48,12:13:44.578,1,326.49,-34,12,255
88:C9:D0:1F:3E:48,12:15:42.680,1,137.34,-32,12,20
88:C9:D0:1F:3E:48,12:15:09.266,1,146.11,-33,12,0
88:C9:D0:1F:3E:48,12:17:52.579,1,284.88,-34,12,47
88:C9:D0:1F:3E:48,12:14:47.535,1,123.64,-32,12,40
88:C9:D0:1F:3E:48,12:17:46.758,1,126.12,-33,12,54
88:C9:D0:1F:3E:48,12:15:25.926,1,106.07,-34,12,255
88:C9:D0:1F:3E:48,12:16:08.576,1,134.87,-33,12,42
88:C9:D0:1F:3E:48,12:14:38.754,1,127.31,-34,12,45
88:C9:D0:1F:3E:48,12:18:23.864,1,8.56,-33,12,37
88:C9:D0:1F:3E:48,12:18:01.161,1,19.82,-34,12,20
88:C9:D0:1F:3E:48,12:14:35.357,1,134.88,-33,12,24
88:C9:D0:1F:3E:48,12:16:36.038,1,147.35,-35,12,20
88:C9:D0:1F:3E:48,12:18:26.276,1,247.25,-34,12,37
