mac address, rasp, RX, timestamp, SN
A0:CB:FD:EF:17:78,1,-1,11:45:04.803,0
A0:CB:FD:EF:17:78,1,-92,11:50:33.565,1764
F4:E3:FB:85:66:D8,1,-1,11:46:05.012,0
A0:CB:FD:7A:46:96,1,-1,11:46:38.441,0
A0:CB:FD:7A:46:96,1,-83,11:50:38.309,2259
20:6E:9C:F4:FF:DD,1,-70,11:45:23.230,4037
20:6E:9C:F4:FF:DD,1,-68,11:45:23.339,4040
20:6E:9C:F4:FF:DD,1,-64,11:45:23.443,4043
20:6E:9C:F4:FF:DD,1,-68,11:46:29.810,4076
20:6E:9C:F4:FF:DD,1,-62,11:46:29.935,4080
20:6E:9C:F4:FF:DD,1,-64,11:46:30.043,4083
20:6E:9C:F4:FF:DD,1,-62,11:46:41.091,24
20:6E:9C:F4:FF:DD,1,-62,11:46:41.206,27
20:6E:9C:F4:FF:DD,1,-69,11:46:41.311,29
20:6E:9C:F4:FF:DD,1,-56,11:47:00.048,59
20:6E:9C:F4:FF:DD,1,-55,11:47:00.150,63
20:6E:9C:F4:FF:DD,1,-56,11:47:00.252,66
20:6E:9C:F4:FF:DD,1,-54,11:47:34.970,100
20:6E:9C:F4:FF:DD,1,-53,11:47:35.084,103
20:6E:9C:F4:FF:DD,1,-53,11:47:35.214,107
20:6E:9C:F4:FF:DD,1,-55,11:47:35.334,108
20:6E:9C:F4:FF:DD,1,-70,11:48:30.026,137
20:6E:9C:F4:FF:DD,1,-66,11:48:30.128,141
20:6E:9C:F4:FF:DD,1,-69,11:48:30.235,146
20:6E:9C:F4:FF:DD,1,-81,11:48:30.341,150
20:6E:9C:F4:FF:DD,1,-58,11:48:41.211,181
20:6E:9C:F4:FF:DD,1,-61,11:48:41.315,185
20:6E:9C:F4:FF:DD,1,-73,11:48:41.418,187
20:6E:9C:F4:FF:DD,1,-79,11:49:00.289,216
20:6E:9C:F4:FF:DD,1,-69,11:49:00.393,222
20:6E:9C:F4:FF:DD,1,-70,11:49:00.502,225
20:6E:9C:F4:FF:DD,1,-66,11:49:00.606,228
20:6E:9C:F4:FF:DD,1,-66,11:49:00.728,229
20:6E:9C:F4:FF:DD,1,-89,11:49:35.587,262
20:6E:9C:F4:FF:DD,1,-87,11:49:35.717,264
84:11:9E:FD:16:B3,1,-65,11:47:05.376,2468
98:01:A7:B6:B2:BD,1,-73,11:45:16.420,977
98:01:A7:B6:B2:BD,1,-70,11:46:33.123,1064
98:01:A7:B6:B2:BD,1,-71,11:47:00.151,1097
98:01:A7:B6:B2:BD,1,-73,11:47:34.759,1134
98:01:A7:B6:B2:BD,1,-62,11:50:12.570,1330
C4:43:8F:B3:0A:F7,1,-84,11:45:04.590,2020
C4:43:8F:B3:0A:F7,1,-82,11:45:04.929,2042
C4:43:8F:B3:0A:F7,1,-85,11:45:09.764,2049
C4:43:8F:B3:0A:F7,1,-85,11:45:38.360,2069
C4:43:8F:B3:0A:F7,1,-83,11:45:38.469,14
C4:43:8F:B3:0A:F7,1,-77,11:46:03.696,2108
C4:43:8F:B3:0A:F7,1,-83,11:46:03.811,2111
C4:43:8F:B3:0A:F7,1,-83,11:46:31.061,2114
C4:43:8F:B3:0A:F7,1,-83,11:47:30.580,2116
C4:43:8F:B3:0A:F7,1,-81,11:47:49.878,2117
C4:43:8F:B3:0A:F7,1,-83,11:48:17.709,2119
C4:43:8F:B3:0A:F7,1,-78,11:48:17.925,2143
C4:43:8F:B3:0A:F7,1,-82,11:48:18.032,2148
C4:43:8F:B3:0A:F7,1,-77,11:49:15.626,2174
C4:43:8F:B3:0A:F7,1,-78,11:49:15.911,2203
C4:43:8F:B3:0A:F7,1,-78,11:49:16.128,2228
C4:43:8F:B3:0A:F7,1,-82,11:49:16.241,2232
C4:43:8F:B3:0A:F7,1,-82,11:49:20.009,2235
C4:43:8F:B3:0A:F7,1,-84,11:49:27.507,2236
C4:43:8F:B3:0A:F7,1,-84,11:49:33.198,2237
C4:43:8F:B3:0A:F7,1,-82,11:50:41.030,2239
70:F1:A1:93:7A:4A,1,-1,11:50:18.028,0
34:97:F6:B8:E7:E3,1,-1,11:45:39.860,0
34:97:F6:B8:E7:E3,1,-73,11:46:07.572,2074
34:97:F6:B8:E7:E3,1,-65,11:46:27.134,321
34:97:F6:B8:E7:E3,1,-59,11:47:10.350,2106
34:97:F6:B8:E7:E3,1,-52,11:47:10.461,2114
34:97:F6:B8:E7:E3,1,-59,11:47:10.595,2117
34:97:F6:B8:E7:E3,1,-39,11:47:15.600,340
34:97:F6:B8:E7:E3,1,-64,11:47:40.821,341
34:97:F6:B8:E7:E3,1,-54,11:48:41.622,352
34:97:F6:B8:E7:E3,1,-56,11:49:11.047,2152
34:97:F6:B8:E7:E3,1,-59,11:49:11.158,2158
34:97:F6:B8:E7:E3,1,-55,11:49:25.261,413
34:97:F6:B8:E7:E3,1,-58,11:49:55.345,422
D2:8C:C1:16:93:A6,1,-76,11:49:08.006,1739
