mac address, rasp, RX, timestamp, SN
A0:CB:FD:EF:17:78,1,-1,10:55:07.726,0
A0:CB:FD:EF:17:78,1,-83,10:56:55.456,879
F4:E3:FB:85:66:D8,1,-37,10:53:07.611,2870
F4:E3:FB:85:66:D8,1,-27,10:54:15.970,19
F4:E3:FB:85:66:D8,1,-28,10:54:16.073,23
DC:A9:04:4F:D9:35,1,-13,10:53:02.174,3853
DC:A9:04:4F:D9:35,1,-13,10:53:04.270,3907
DC:A9:04:4F:D9:35,1,-12,10:53:04.427,3909
DC:A9:04:4F:D9:35,1,-14,10:53:05.718,3925
DC:A9:04:4F:D9:35,1,-13,10:53:05.830,3931
DC:A9:04:4F:D9:35,1,-13,10:53:06.422,3937
DC:A9:04:4F:D9:35,1,-13,10:53:06.577,3940
DC:A9:04:4F:D9:35,1,-56,10:53:06.914,3956
DC:A9:04:4F:D9:35,1,-12,10:53:09.293,4026
DC:A9:04:4F:D9:35,1,-13,10:53:17.319,4060
DC:A9:04:4F:D9:35,1,-13,10:53:17.438,4076
DC:A9:04:4F:D9:35,1,-13,10:53:17.637,4084
DC:A9:04:4F:D9:35,1,-13,10:53:25.486,28
DC:A9:04:4F:D9:35,1,-12,10:53:25.588,40
DC:A9:04:4F:D9:35,1,-59,10:53:25.690,54
DC:A9:04:4F:D9:35,1,-9,10:53:25.792,64
DC:A9:04:4F:D9:35,1,-52,10:53:25.897,74
DC:A9:04:4F:D9:35,1,-8,10:53:26.004,88
DC:A9:04:4F:D9:35,1,-7,10:53:26.105,93
DC:A9:04:4F:D9:35,1,-9,10:53:26.953,123
DC:A9:04:4F:D9:35,1,-9,10:53:27.054,125
DC:A9:04:4F:D9:35,1,-9,10:53:27.557,150
DC:A9:04:4F:D9:35,1,-9,10:53:27.659,151
DC:A9:04:4F:D9:35,1,-8,10:53:28.478,179
DC:A9:04:4F:D9:35,1,-8,10:53:28.630,180
DC:A9:04:4F:D9:35,1,-8,10:53:29.156,214
DC:A9:04:4F:D9:35,1,-9,10:53:29.259,229
DC:A9:04:4F:D9:35,1,-9,10:53:33.499,239
DC:A9:04:4F:D9:35,1,-9,10:53:38.324,275
DC:A9:04:4F:D9:35,1,-70,10:55:11.927,499
DC:A9:04:4F:D9:35,1,-66,10:55:12.033,511
DC:A9:04:4F:D9:35,1,-53,10:55:12.136,515
DC:A9:04:4F:D9:35,1,-12,10:55:12.239,532
DC:A9:04:4F:D9:35,1,-27,10:55:12.346,544
DC:A9:04:4F:D9:35,1,-14,10:58:17.827,1026
DC:A9:04:4F:D9:35,1,-62,10:58:17.928,1042
DC:A9:04:4F:D9:35,1,-67,10:58:18.053,1050
DC:A9:04:4F:D9:35,1,-54,10:58:18.162,1059
DC:A9:04:4F:D9:35,1,-9,10:58:18.276,1072
84:11:9E:FD:16:B3,1,-1,10:54:06.264,0
98:01:A7:B6:B2:BD,1,-49,10:55:35.445,922
98:01:A7:B6:B2:BD,1,-50,10:56:57.080,1024
FE:D5:BA:EA:66:1C,1,-76,10:53:16.266,996
C4:43:8F:B3:0A:F7,1,-35,10:52:55.014,121
C4:43:8F:B3:0A:F7,1,-43,10:53:25.034,122
C4:43:8F:B3:0A:F7,1,-44,10:53:25.486,146
C4:43:8F:B3:0A:F7,1,-49,10:53:25.588,1
C4:43:8F:B3:0A:F7,1,-43,10:53:26.105,4
C4:43:8F:B3:0A:F7,1,-42,10:53:27.055,5
C4:43:8F:B3:0A:F7,1,-48,10:53:28.298,7
C4:43:8F:B3:0A:F7,1,-41,10:53:28.735,9
C4:43:8F:B3:0A:F7,1,-39,10:53:28.842,12
C4:43:8F:B3:0A:F7,1,-38,10:53:28.950,0
C4:43:8F:B3:0A:F7,1,-35,10:53:29.156,15
C4:43:8F:B3:0A:F7,1,-38,10:53:29.485,153
C4:43:8F:B3:0A:F7,1,-38,10:53:31.073,17
C4:43:8F:B3:0A:F7,1,-37,10:53:32.198,154
C4:43:8F:B3:0A:F7,1,-37,10:53:34.577,18
C4:43:8F:B3:0A:F7,1,-36,10:53:38.641,156
C4:43:8F:B3:0A:F7,1,-37,10:53:44.681,20
C4:43:8F:B3:0A:F7,1,-37,10:53:45.304,157
C4:43:8F:B3:0A:F7,1,-37,10:53:45.758,21
C4:43:8F:B3:0A:F7,1,-37,10:53:46.539,158
C4:43:8F:B3:0A:F7,1,-35,10:53:46.640,22
C4:43:8F:B3:0A:F7,1,-36,10:54:05.612,159
C4:43:8F:B3:0A:F7,1,-36,10:54:17.927,160
C4:43:8F:B3:0A:F7,1,-36,10:54:47.965,161
C4:43:8F:B3:0A:F7,1,-36,10:55:17.970,162
C4:43:8F:B3:0A:F7,1,-37,10:55:33.528,209
C4:43:8F:B3:0A:F7,1,-38,10:55:48.917,234
C4:43:8F:B3:0A:F7,1,-38,10:56:04.222,264
C4:43:8F:B3:0A:F7,1,-35,10:56:19.381,287
C4:43:8F:B3:0A:F7,1,-38,10:56:19.482,0
C4:43:8F:B3:0A:F7,1,-38,10:56:19.591,2
C4:43:8F:B3:0A:F7,1,-38,10:56:19.703,3
C4:43:8F:B3:0A:F7,1,-39,10:56:20.330,4
C4:43:8F:B3:0A:F7,1,-38,10:56:21.328,5
C4:43:8F:B3:0A:F7,1,-39,10:56:21.665,4
C4:43:8F:B3:0A:F7,1,-38,10:56:21.777,6
C4:43:8F:B3:0A:F7,1,-38,10:56:21.892,13
C4:43:8F:B3:0A:F7,1,-38,10:56:22.004,3
C4:43:8F:B3:0A:F7,1,-40,10:56:22.118,9
C4:43:8F:B3:0A:F7,1,-39,10:56:22.230,14
C4:43:8F:B3:0A:F7,1,-39,10:56:22.342,3
C4:43:8F:B3:0A:F7,1,-39,10:56:22.454,297
C4:43:8F:B3:0A:F7,1,-39,10:56:22.681,6
C4:43:8F:B3:0A:F7,1,-38,10:56:23.584,8
C4:43:8F:B3:0A:F7,1,-38,10:56:23.802,9
C4:43:8F:B3:0A:F7,1,-37,10:56:24.136,299
C4:43:8F:B3:0A:F7,1,-37,10:56:24.264,10
C4:43:8F:B3:0A:F7,1,-38,10:56:24.376,13
C4:43:8F:B3:0A:F7,1,-38,10:56:25.053,300
C4:43:8F:B3:0A:F7,1,-38,10:56:25.260,14
C4:43:8F:B3:0A:F7,1,-38,10:56:25.411,15
C4:43:8F:B3:0A:F7,1,-37,10:56:26.603,301
C4:43:8F:B3:0A:F7,1,-38,10:56:26.718,0
C4:43:8F:B3:0A:F7,1,-38,10:56:27.619,16
C4:43:8F:B3:0A:F7,1,-37,10:56:27.745,17
C4:43:8F:B3:0A:F7,1,-38,10:56:29.371,18
C4:43:8F:B3:0A:F7,1,-38,10:56:31.527,304
C4:43:8F:B3:0A:F7,1,-38,10:56:32.410,306
C4:43:8F:B3:0A:F7,1,-38,10:56:32.648,20
C4:43:8F:B3:0A:F7,1,-38,10:56:33.433,21
C4:43:8F:B3:0A:F7,1,-38,10:56:33.967,309
C4:43:8F:B3:0A:F7,1,-37,10:56:35.885,310
C4:43:8F:B3:0A:F7,1,-38,10:56:40.439,22
C4:43:8F:B3:0A:F7,1,-38,10:56:41.135,311
C4:43:8F:B3:0A:F7,1,-38,10:56:42.607,312
C4:43:8F:B3:0A:F7,1,-39,10:56:43.290,23
C4:43:8F:B3:0A:F7,1,-38,10:56:44.725,314
C4:43:8F:B3:0A:F7,1,-39,10:56:48.411,315
C4:43:8F:B3:0A:F7,1,-39,10:56:54.345,316
C4:43:8F:B3:0A:F7,1,-38,10:56:55.578,318
C4:43:8F:B3:0A:F7,1,-38,10:56:55.804,338
C4:43:8F:B3:0A:F7,1,-38,10:56:56.752,345
C4:43:8F:B3:0A:F7,1,-38,10:56:58.246,346
C4:43:8F:B3:0A:F7,1,-38,10:57:02.028,25
C4:43:8F:B3:0A:F7,1,-38,10:57:05.921,347
C4:43:8F:B3:0A:F7,1,-38,10:57:06.023,27
C4:43:8F:B3:0A:F7,1,-38,10:57:08.660,28
C4:43:8F:B3:0A:F7,1,-38,10:57:09.068,30
C4:43:8F:B3:0A:F7,1,-38,10:57:10.492,32
C4:43:8F:B3:0A:F7,1,-38,10:57:12.441,33
C4:43:8F:B3:0A:F7,1,-37,10:57:22.563,350
C4:43:8F:B3:0A:F7,1,-38,10:57:26.244,351
C4:43:8F:B3:0A:F7,1,-38,10:57:26.795,352
C4:43:8F:B3:0A:F7,1,-38,10:57:26.925,35
C4:43:8F:B3:0A:F7,1,-38,10:57:56.909,353
C4:43:8F:B3:0A:F7,1,-38,10:58:06.805,354
C4:43:8F:B3:0A:F7,1,-39,10:58:34.471,36
70:F1:A1:93:7A:4A,1,-1,10:53:18.136,0
60:83:34:5A:3B:D7,1,-83,10:53:32.990,1335
50:68:0A:FC:02:11,1,-82,10:53:16.266,1536
50:68:0A:FC:02:11,1,-81,10:53:56.313,1637
50:68:0A:FC:02:11,1,-82,10:54:56.477,1824
