mac address, timestamp, rasp, echo_time, rssi, lq, tpl
88:C9:D0:1F:3E:48,11:32:54.587,1,117.38,-24,12,95
88:C9:D0:1F:3E:48,11:34:04.561,1,8.31,-21,12,255
88:C9:D0:1F:3E:48,11:36:32.719,1,121.06,-20,12,255
88:C9:D0:1F:3E:48,11:33:43.658,1,14.44,-22,12,255
88:C9:D0:1F:3E:48,11:34:56.273,1,12.44,-19,12,255
88:C9:D0:1F:3E:48,11:37:05.811,1,133.57,-19,12,255
88:C9:D0:1F:3E:48,11:35:01.356,1,12.33,-21,12,255
88:C9:D0:1F:3E:48,11:31:48.769,1,137.37,-23,12,47
88:C9:D0:1F:3E:48,11:36:56.711,1,193.68,-20,12,255
88:C9:D0:1F:3E:48,11:32:48.181,1,42.35,-21,12,255
88:C9:D0:1F:3E:48,11:32:32.633,1,37.35,-21,12,87
88:C9:D0:1F:3E:48,11:36:47.214,1,21.06,-21,12,255
88:C9:D0:1F:3E:48,11:33:41.595,1,128.25,-20,12,255
88:C9:D0:1F:3E:48,11:36:19.395,1,98.55,-20,12,255
88:C9:D0:1F:3E:48,11:34:22.002,1,14.82,-21,12,255
88:C9:D0:1F:3E:48,11:36:42.822,1,133.58,-21,12,255
88:C9:D0:1F:3E:48,11:32:55.709,1,121.16,-20,12,95
88:C9:D0:1F:3E:48,11:35:56.807,1,128.60,-21,12,255
88:C9:D0:1F:3E:48,11:31:56.389,1,56.09,-20,12,59
88:C9:D0:1F:3E:48,11:33:57.165,1,131.53,-21,12,255
88:C9:D0:1F:3E:48,11:36:20.403,1,8.59,-19,12,255
88:C9:D0:1F:3E:48,11:33:04.671,1,12.36,-23,12,70
88:C9:D0:1F:3E:48,11:34:49.443,1,144.89,-20,12,255
88:C9:D0:1F:3E:48,11:34:02.666,1,108.57,-23,12,255
88:C9:D0:1F:3E:48,11:36:10.737,1,139.96,-20,12,255
88:C9:D0:1F:3E:48,11:32:58.103,1,224.89,-19,12,95
88:C9:D0:1F:3E:48,11:33:56.033,1,216.89,-19,12,255
88:C9:D0:1F:3E:48,11:35:37.797,1,141.11,-23,12,255
88:C9:D0:1F:3E:48,11:35:33.222,1,9.82,-22,12,255
88:C9:D0:1F:3E:48,11:31:38.985,1,55.98,-27,12,255
88:C9:D0:1F:3E:48,11:34:12.259,1,136.16,-20,12,255
88:C9:D0:1F:3E:48,11:32:33.682,1,49.85,-22,12,95
88:C9:D0:1F:3E:48,11:33:26.906,1,144.83,-21,12,94
88:C9:D0:1F:3E:48,11:34:14.520,1,132.34,-21,12,255
88:C9:D0:1F:3E:48,11:35:31.193,1,14.81,-18,12,255
88:C9:D0:1F:3E:48,11:31:59.497,1,29.83,-23,12,82
88:C9:D0:1F:3E:48,11:35:29.158,1,123.55,-21,12,255
88:C9:D0:1F:3E:48,11:31:46.420,1,133.70,-21,12,255
88:C9:D0:1F:3E:48,11:34:11.123,1,141.05,-24,12,255
88:C9:D0:1F:3E:48,11:33:12.311,1,24.76,-21,12,84
88:C9:D0:1F:3E:48,11:36:15.086,1,27.33,-23,12,255
88:C9:D0:1F:3E:48,11:32:30.554,1,138.49,-21,12,87
88:C9:D0:1F:3E:48,11:32:03.822,1,24.91,-21,12,94
88:C9:D0:1F:3E:48,11:31:55.333,1,18.63,-24,12,59
88:C9:D0:1F:3E:48,11:32:12.853,1,48.53,-22,12,84
88:C9:D0:1F:3E:48,11:35:13.798,1,64.87,-21,12,255
88:C9:D0:1F:3E:48,11:33:38.129,1,133.58,-21,12,94
88:C9:D0:1F:3E:48,11:35:17.834,1,8.56,-20,12,255
88:C9:D0:1F:3E:48,11:32:52.360,1,84.89,-19,12,255
88:C9:D0:1F:3E:48,11:32:41.375,1,127.35,-21,12,255
88:C9:D0:1F:3E:48,11:34:54.048,1,221.08,-20,12,255
88:C9:D0:1F:3E:48,11:34:43.874,1,7.30,-19,12,255
88:C9:D0:1F:3E:48,11:32:21.314,1,162.37,-21,12,62
