mac address, rasp, RX, timestamp, SN
A0:CB:FD:EF:17:78,1,-88,11:54:36.099,1832
F4:E3:FB:85:66:D8,1,-1,11:57:04.803,0
20:6E:9C:F4:FF:DD,1,-85,11:57:01.124,585
20:6E:9C:F4:FF:DD,1,-85,11:57:01.228,588
20:6E:9C:F4:FF:DD,1,-85,11:57:36.178,621
20:6E:9C:F4:FF:DD,1,-78,11:57:36.285,624
20:6E:9C:F4:FF:DD,1,-71,11:57:36.406,628
20:6E:9C:F4:FF:DD,1,-70,11:57:36.515,630
20:6E:9C:F4:FF:DD,1,-78,11:57:36.622,632
84:11:9E:FD:16:B3,1,-1,11:53:04.657,0
84:11:9E:FD:16:B3,1,-81,11:55:11.031,2554
84:11:9E:FD:16:B3,1,-75,11:55:11.133,2555
84:11:9E:FD:16:B3,1,-73,11:55:11.849,2586
84:11:9E:FD:16:B3,1,-84,11:56:12.931,2635
84:11:9E:FD:16:B3,1,-85,11:56:13.033,2639
66:91:CF:E1:3B:BA,1,-77,11:54:12.151,2088
66:91:CF:E1:3B:BA,1,-82,11:54:12.611,2098
66:91:CF:E1:3B:BA,1,-82,11:54:16.280,2114
66:91:CF:E1:3B:BA,1,-74,11:54:20.020,2130
66:91:CF:E1:3B:BA,1,-76,11:54:20.327,2140
66:91:CF:E1:3B:BA,1,-75,11:54:28.116,2155
66:91:CF:E1:3B:BA,1,-75,11:54:31.900,2177
66:91:CF:E1:3B:BA,1,-83,11:54:35.848,2200
66:91:CF:E1:3B:BA,1,-73,11:54:56.617,2242
66:91:CF:E1:3B:BA,1,-76,11:55:00.417,2260
66:91:CF:E1:3B:BA,1,-77,11:55:00.878,2269
66:91:CF:E1:3B:BA,1,-88,11:55:12.050,2281
66:91:CF:E1:3B:BA,1,-74,11:55:45.116,2307
66:91:CF:E1:3B:BA,1,-68,11:56:33.830,2324
66:91:CF:E1:3B:BA,1,-72,11:56:34.251,2333
66:91:CF:E1:3B:BA,1,-71,11:56:37.960,2350
66:91:CF:E1:3B:BA,1,-62,11:56:45.796,2370
66:91:CF:E1:3B:BA,1,-67,11:56:45.904,2371
66:91:CF:E1:3B:BA,1,-69,11:56:58.781,2392
66:91:CF:E1:3B:BA,1,-64,11:57:16.621,2412
66:91:CF:E1:3B:BA,1,-66,11:57:16.726,2413
66:91:CF:E1:3B:BA,1,-68,11:57:34.592,2435
98:01:A7:B6:B2:BD,1,-60,11:55:42.574,1725
98:01:A7:B6:B2:BD,1,-60,11:55:51.058,1735
84:B5:41:72:C3:AC,1,-94,11:53:38.865,3329
D2:8C:C1:16:93:A6,1,-75,11:51:58.030,1816
D2:8C:C1:16:93:A6,1,-71,11:51:58.463,1834
D2:8C:C1:16:93:A6,1,-68,11:52:02.085,1865
D2:8C:C1:16:93:A6,1,-73,11:52:02.197,1869
D2:8C:C1:16:93:A6,1,-64,11:52:09.948,1906
D2:8C:C1:16:93:A6,1,-63,11:52:10.103,1910
D2:8C:C1:16:93:A6,1,-61,11:52:22.879,1951
D2:8C:C1:16:93:A6,1,-64,11:52:23.079,1953
D2:8C:C1:16:93:A6,1,-61,11:52:40.827,1992
D2:8C:C1:16:93:A6,1,-61,11:52:58.695,2034
D2:8C:C1:16:93:A6,1,-64,11:52:58.811,2037
C4:43:8F:B3:0A:F7,1,-86,11:51:55.351,2436
C4:43:8F:B3:0A:F7,1,-87,11:52:07.516,10
C4:43:8F:B3:0A:F7,1,-87,11:53:43.709,2509
C4:43:8F:B3:0A:F7,1,-90,11:54:07.260,2538
C4:43:8F:B3:0A:F7,1,-88,11:54:27.397,9
C4:43:8F:B3:0A:F7,1,-88,11:54:27.730,11
C4:43:8F:B3:0A:F7,1,-88,11:54:27.846,12
C4:43:8F:B3:0A:F7,1,-83,11:55:18.188,2628
C4:43:8F:B3:0A:F7,1,-88,11:56:02.447,13
C4:43:8F:B3:0A:F7,1,-88,11:56:47.024,2688
C4:43:8F:B3:0A:F7,1,-88,11:56:47.133,3
C4:43:8F:B3:0A:F7,1,-89,11:57:39.870,13
70:F1:A1:93:7A:4A,1,-1,11:52:49.951,0
34:97:F6:B8:E7:E3,1,-1,11:53:04.657,0
34:97:F6:B8:E7:E3,1,-92,11:55:33.946,2354
34:97:F6:B8:E7:E3,1,-91,11:55:38.892,2404
50:68:0A:FC:02:11,1,-90,11:52:17.409,3612
