mac address, timestamp, rasp, echo_time, rssi, lq, tpl
88:C9:D0:1F:3E:48,12:00:38.132,1,193.48,-34,12,0
88:C9:D0:1F:3E:48,12:03:27.419,1,133.61,-35,12,0
88:C9:D0:1F:3E:48,12:04:05.220,1,93.65,-33,12,0
88:C9:D0:1F:3E:48,12:03:19.386,1,88.62,-36,12,0
88:C9:D0:1F:3E:48,12:03:37.762,1,153.57,-37,12,0
88:C9:D0:1F:3E:48,12:03:54.822,1,205.80,-36,12,0
88:C9:D0:1F:3E:48,12:01:35.104,1,307.35,-37,12,4
88:C9:D0:1F:3E:48,12:01:05.394,1,83.72,-34,12,4
88:C9:D0:1F:3E:48,12:02:00.866,1,53.20,-36,12,0
88:C9:D0:1F:3E:48,12:01:10.540,1,176.03,-37,12,14
88:C9:D0:1F:3E:48,12:00:58.308,1,8.49,-35,12,0
88:C9:D0:1F:3E:48,12:03:06.528,1,309.72,-39,12,0
88:C9:D0:1F:3E:48,12:01:03.110,1,196.07,-35,12,0
88:C9:D0:1F:3E:48,12:01:23.436,1,13.57,-35,12,2
88:C9:D0:1F:3E:48,12:00:14.927,1,462.31,-35,12,255
88:C9:D0:1F:3E:48,12:01:38.769,1,82.41,-36,12,0
88:C9:D0:1F:3E:48,12:03:42.828,1,349.88,-36,12,0
88:C9:D0:1F:3E:48,12:02:31.693,1,8.57,-34,12,0
88:C9:D0:1F:3E:48,12:02:49.341,1,184.90,-37,12,0
88:C9:D0:1F:3E:48,12:01:01.913,1,197.34,-36,12,0
88:C9:D0:1F:3E:48,12:02:29.834,1,169.92,-37,12,0
88:C9:D0:1F:3E:48,12:02:04.202,1,44.80,-36,12,0
88:C9:D0:1F:3E:48,12:03:39.039,1,276.00,-37,12,0
88:C9:D0:1F:3E:48,12:03:36.608,1,89.96,-36,12,0
88:C9:D0:1F:3E:48,12:00:37.036,1,69.88,-33,12,0
88:C9:D0:1F:3E:48,12:01:48.298,1,421.13,-37,12,0
88:C9:D0:1F:3E:48,12:01:12.641,1,88.39,-36,12,14
88:C9:D0:1F:3E:48,12:02:58.999,1,23.64,-34,12,0
88:C9:D0:1F:3E:48,12:03:59.669,1,194.95,-34,12,0
88:C9:D0:1F:3E:48,12:04:04.126,1,46.10,-36,12,0
88:C9:D0:1F:3E:48,12:01:19.023,1,128.60,-33,12,0
88:C9:D0:1F:3E:48,12:02:32.779,1,84.90,-36,12,0
88:C9:D0:1F:3E:48,12:00:48.150,1,12.38,-34,12,0
88:C9:D0:1F:3E:48,12:03:34.471,1,53.64,-36,12,0
88:C9:D0:1F:3E:48,12:01:45.544,1,340.42,-37,12,0
