"timestamp","rssi","rx"
"19:50:36 ",-21,-93
"19:57:34 ",-19,-87
"19:56:45 ",-20,-93
"19:53:51 ",-20,-84
"19:44:56 ",-22,-80
"19:44:51 ",-21,-86
"19:46:15 ",-20,-87
"19:56:01 ",-23,-83
"19:50:08 ",-19,-87
"19:40:42 ",-20,-86
"19:45:16 ",-19,-87
"19:56:30 ",-19,-87
"19:42:22 ",-20,-88
"19:51:07 ",-19,-84
"19:44:15 ",-21,-82
"19:44:30 ",-23,-90
"19:54:06 ",-20,-86
"19:54:52 ",-18,-90
"19:50:57 ",-19,-85
"19:48:26 ",-19,-88
"19:53:35 ",-23,-86
"19:56:17 ",-19,-88
"19:43:21 ",-18,-94
"19:44:05 ",-21,-82
"19:40:22 ",-21,-86
"19:56:55 ",-18,-89
"19:44:40 ",-19,-87
"19:42:17 ",-19,-83
"19:47:27 ",-21,-86
