"timestamp","rssi","echo_time"
"19:16:40",-7,590.97
"19:16:41",-7,126.81
"19:16:43",-6,561.04
"19:16:44",-4,118.58
"19:16:45",0,317.34
"19:17:04",-11,140.6
"19:17:05",-16,198.73
"19:17:06",-15,209.75
"19:17:07",0,110.87
"19:17:08",-6,114.76
"19:17:10",-4,205.08
"19:17:11",-6,273.38
"19:17:12",-2,83.82
"19:17:13",-8,275.83
"19:17:14",-5,129.85
"19:17:15",-7,133.57
"19:17:17",-2,182.34
"19:17:18",-6,187.29
"19:17:19",-6,262.38
"19:17:20",-7,191.08
"19:17:21",-3,226.03
"19:17:36",-11,86.18
"19:17:37",-9,208.43
"19:17:38",-4,358.58
"19:17:39",-3,159.84
"19:17:41",-3,112.26
"19:17:42",-8,141.1
"19:17:43",-6,253.61
"19:17:44",-20,164.8
"19:17:45",-8,236.12
"19:17:47",-5,193.22
"19:17:48",-9,116.19
"19:17:49",-3,183.56
"19:17:50",-3,192.33
"19:17:51",-1,222.31
"19:17:52",-3,218.59
"19:17:54",-7,314.17
"19:17:55",-5,153.04
"19:17:56",-2,369.78
"19:17:58",-1,387.3
"19:17:59",-12,122.42
"19:18:00",0,218.58
"19:18:17",0,79.71
"19:18:18",-8,222.41
"19:18:19",-1,104.8
"19:18:20",-5,321.33
"19:18:21",-6,223.33
"19:18:23",-1,154.79
"19:18:24",0,179.88
"19:18:25",-6,108.58
"19:18:26",-3,272.31
"19:18:39",-5,38.49
"19:18:40",-15,201.18
"19:18:41",-7,227.31
"19:18:42",-4,258.55
"19:18:44",-2,246.1
"19:18:45",-13,51.25
"19:18:46",0,229.61
"19:18:47",-7,36.36
"19:18:48",-8,103.35
"19:18:49",-12,427.33
"19:18:51",-5,199.81
"19:18:52",-4,167.33
"19:18:53",-7,171.09
"19:18:54",-2,209.88
"19:18:55",-13,186.01
"19:18:56",-7,136.33
"19:18:58",-5,239.58
"19:18:59",-1,252.35
"19:19:00",-2,108.57
"19:19:01",-9,33.66
"19:19:02",-2,88.53
"19:19:03",-28,291.07
"19:19:05",-4,222.36
"19:19:06",-3,401.04
"19:19:07",-8,231.07
"19:19:09",-7,319.86
"19:19:10",-6,98.57
"19:19:11",-11,138.61
"19:19:12",-10,69.79
"19:19:13",-14,204.87
"19:19:14",-9,206.05
"19:19:15",-10,93.61
"19:19:17",-13,274.77
"19:19:18",-4,174.82
"19:19:19",-6,44.79
"19:19:20",-21,246.1
"19:19:21",-11,168.55
"19:19:23",-20,138.62
"19:19:24",-2,221.07
"19:19:25",-2,51.1
"19:19:26",-6,137.28
"19:19:27",-6,161.1
"19:19:28",-13,227.38
"19:19:29",-4,143.5
"19:19:30",-4,36.1
"19:19:32",-8,202.35
"19:19:33",-16,233.58
"19:19:34",-1,294.86
"19:19:35",-3,82.32
"19:19:37",-9,208.56
"19:19:55",-1,147.01
"19:19:56",-15,208.58
"19:19:58",0,255.11
"19:19:59",-3,73.23
"19:20:00",-12,272.34
"19:20:01",-5,244.81
"19:20:02",0,206.16
"19:20:04",-1,253.53
"19:20:05",-5,21.04
"19:20:06",-5,203.62
"19:20:07",-5,239.84
"19:20:08",-12,188.58
"19:20:10",-2,161.06
"19:20:11",0,152.28
"19:20:12",-3,297.37
"19:20:13",-3,298.82
"19:20:14",-17,200.86
"19:20:16",-1,116.07
"19:20:17",-2,214.85
"19:20:18",-5,169.8
"19:20:35",-12,7.19
"19:20:36",-3,208.67
"19:20:37",-5,211.1
"19:20:38",-24,287.82
"19:20:40",-2,183.09
"19:20:41",-6,189.82
"19:20:42",-1,299.82
"19:20:43",-6,143.96
"19:20:44",-2,199.53
"19:20:46",-7,126
"19:20:47",-8,161.29
"19:20:48",-5,199.65
"19:20:49",-10,147.24
"19:20:50",-9,176.2
"19:20:51",-10,211.08
"19:20:53",-5,213.77
"19:20:54",-13,378.4
"19:20:55",-18,184.82
"19:20:57",-2,246.1
"19:20:58",-11,235.19
"19:20:59",-18,150.71
"19:21:00",-17,254.83
"19:21:01",-7,69.85
"19:21:02",-7,208.51
"19:21:04",-2,251.12
"19:21:05",-7,132.29
"19:21:06",-9,173.82
"19:21:07",-4,233.34
"19:21:08",-7,144.83
"19:21:10",-6,183.55
"19:21:11",-4,281.32
"19:21:12",-7,228.34
"19:21:13",-2,214.82
"19:21:15",-15,253.83
"19:21:16",-3,200.82
"19:21:17",-7,109.87
"19:21:18",-11,171.07
"19:21:19",-5,242.29
"19:21:20",-17,154.87
"19:21:22",-8,453.57
"19:21:23",-10,373.86
"19:21:24",-8,141.24
"19:21:26",-5,194.74
"19:21:40",-9,137.5
"19:21:41",-5,193.13
"19:21:42",-8,304.87
"19:21:48",-10,191.46
"19:21:49",-10,107.26
"19:21:50",-9,56.09
"19:21:51",-9,132.32
"19:21:52",-8,198.58
"19:21:53",-10,128.55
"19:21:55",-9,131.05
"19:21:56",-9,60.19
"19:21:57",-9,104.43
"19:21:58",-9,214.85
"19:21:59",-13,329.18
"19:22:00",-7,221.04
"19:22:02",-7,164.28
"19:22:03",-7,313.59
"19:22:04",-15,221.1
"19:22:05",-17,166.04
"19:22:07",-9,184.85
"19:22:08",-9,81.09
"19:22:09",-5,184.79
"19:22:10",-12,173.66
"19:22:11",-6,203.54
"19:22:13",-6,362.32
"19:22:14",-6,154.81
"19:22:15",-23,232.39
"19:22:16",-4,79.78
"19:22:17",-2,242.32
"19:22:31",-7,267.11
"19:22:32",-7,188.56
"19:22:34",-9,247.28
"19:22:35",-2,209.81
"19:22:36",-16,92.33
"19:22:37",-3,107.39
"19:22:38",-8,136.07
"19:22:39",-8,264.8
"19:22:41",-14,352.36
"19:22:42",-4,127.27
"19:22:43",-6,267.52
"19:22:44",-8,158.57
"19:22:45",-13,218.36
"19:22:47",-19,159.94
"19:22:48",-15,289.76
"19:22:49",-11,105.18
"19:22:50",-7,88.24
"19:22:51",-13,109.78
"19:22:52",-4,171.33
