"rssi","echo_time","01"
-34,79.81,"08"
-30,16.06,"08"
-36,138.62,"08"
-34,168.6,"08"
-34,18.5,"08"
-33,31.1,"08"
-32,49.81,"08"
-30,31.05,"08"
-38,132.33,"08"
-35,27.35,"08"
-33,18.62,"08"
-33,202.39,"08"
-28,17.33,"08"
-36,129.77,"08"
-36,185.06,"08"
-35,52.35,"08"
-30,41.1,"08"
-32,34.87,"08"
-27,15.35,"08"
-34,203.35,"08"
-34,49.25,"08"
-35,146.07,"08"
-33,49.88,"08"
-28,17.39,"08"
-32,25.38,"08"
-33,36.12,"08"
-30,46.15,"08"
-35,8.59,"08"
-31,18.62,"08"
-36,138.37,"08"
-34,148.14,"08"
-33,58.58,"08"
-34,44.92,"08"
-33,181.79,"08"
-30,55.8,"08"
-27,9.82,"08"
-34,18.61,"08"
-35,133.54,"08"
-33,103.84,"08"
-29,51.12,"08"
-35,9.88,"08"
-31,29.83,"08"
-32,86.11,"08"
-32,24.8,"08"
-34,122.35,"08"
-36,173.55,"08"
-34,143.57,"08"
-34,121,"08"
-36,247.34,"08"
-32,34.84,"08"
-33,13.58,"08"
-35,194.89,"08"
-32,13.58,"08"
-30,38.05,"08"
-34,138.62,"08"
-29,27.48,"08"
-37,132.3,"08"
-32,46.04,"08"
-30,48.58,"08"
-36,22.38,"08"
-34,39.81,"08"
-34,217.35,"08"
-34,302.24,"08"
-29,43.56,"08"
-33,145.06,"08"
-31,42.37,"08"
-31,32.35,"08"
-35,33.56,"08"
-32,124.84,"08"
-31,18.66,"08"
-29,31.14,"08"
-34,178.54,"08"
-35,23.45,"08"
-36,45,"08"
-31,23.91,"08"
-37,21.07,"08"
-30,6.08,"08"
-35,126.09,"08"
-33,217.4,"08"
-32,154.83,"08"
-34,123.57,"08"
-34,202.36,"08"
-33,44.89,"08"
-36,238.14,"08"
-28,53.65,"08"
-31,58.62,"08"
-34,137.31,"08"
-30,52.34,"08"
-31,52.35,"08"
-35,197.38,"08"
-31,39.74,"08"
-36,143.69,"08"
-33,136.06,"08"
-28,39.8,"08"
-33,13.6,"08"
-31,47.34,"08"
-32,33.54,"08"
-33,122.42,"08"
-36,37.39,"08"
-36,8.88,"08"
-32,7.24,"08"
-31,51.02,"08"
-30,122.35,"08"
-35,183.56,"08"
-30,23.59,"08"
-27,99.83,"08"
-35,132.35,"08"
-36,29.96,"08"
-35,196.09,"08"
-33,49.8,"08"
-30,12.4,"08"
-29,23.32,"08"
-34,212.45,"08"
-33,202.36,"08"
-34,251.08,"08"
-36,161.11,"08"
-34,80.54,"08"
-27,13.57,"08"
-34,130.6,"08"
-31,24.76,"08"
-34,129.84,"08"
-31,26.08,"08"
-30,76.1,"08"
-35,22.36,"08"
-34,34.74,"08"
-35,44.86,"08"
-35,29.83,"08"
-31,49.79,"08"
-35,53.54,"08"
-35,38.59,"08"
-32,19.85,"08"
-36,119.84,"08"
-30,46.51,"08"
-35,242.02,"08"
-36,41.12,"08"
-30,34.83,"08"
-34,11.13,"08"
-28,31.1,"08"
-31,38.53,"08"
-36,6.12,"08"
-38,177.38,"08"
-32,159.89,"08"
-36,289.55,"08"
-32,26.09,"08"
-35,13.61,"08"
-28,48.79,"08"
-35,62.3,"08"
-35,143.59,"08"
-36,128.59,"08"
-37,124.87,"08"
-35,117.95,"08"
-34,277.02,"08"
-33,107.76,"08"
-32,11.1,"08"
-35,198.57,"08"
-35,23.61,"08"
-28,17.29,"08"
-33,52.26,"08"
-30,82.35,"08"
-34,77.37,"08"
-34,166.07,"08"
-31,18.59,"08"
-29,39.84,"08"
-33,167.32,"08"
-30,18.6,"08"
-34,187.35,"08"
-29,65.67,"08"
-34,136.13,"08"
-34,28.58,"08"
-34,78.58,"08"
-29,43.08,"08"
-34,7.36,"08"
-33,7.32,"08"
-32,49.88,"08"
-33,148.23,"08"
-32,183.66,"08"
-36,137.86,"08"
-31,36.02,"08"
-29,51.08,"08"
-32,21.12,"08"
-34,161.05,"08"
-34,108.54,"08"
-35,129.88,"08"
-33,165.05,"08"
-35,181.06,"08"
-33,22.43,"08"
-33,186.99,"08"
-31,34.83,"08"
-25,138.04,"07"
-26,87.7,"07"
-26,213.63,"07"
-25,199.84,"07"
-24,181.12,"07"
-25,33.58,"07"
-24,202.43,"07"
-25,137.39,"07"
-24,144.87,"07"
-25,34.84,"07"
-25,71.05,"07"
-25,136.12,"07"
-25,23.38,"07"
-25,16.52,"07"
-30,258.6,"07"
-24,77.39,"07"
-25,202.24,"07"
-25,150.83,"07"
-25,43.63,"07"
-25,210.21,"07"
-26,112.44,"07"
-25,151.1,"07"
-24,221.09,"07"
-25,163.64,"07"
-24,201.12,"07"
-24,17.35,"07"
-24,122.32,"07"
-29,54.88,"07"
-26,134.86,"07"
-26,16.08,"07"
-24,117.35,"07"
-25,173.62,"07"
-25,14.82,"07"
-25,135.34,"07"
-27,28.63,"07"
-24,19.88,"07"
-25,229.76,"07"
-25,46.17,"07"
-25,216.08,"07"
-25,19.38,"07"
-25,18.62,"07"
-25,207.37,"07"
-25,103.64,"07"
-25,138.58,"07"
-26,128.63,"07"
-26,107.75,"07"
-26,39.38,"07"
-25,199.89,"07"
-26,141.18,"07"
-26,194.37,"07"
-25,221.12,"07"
-25,22.39,"07"
-25,116.94,"07"
-26,162.85,"07"
-25,18.67,"07"
-26,140.38,"07"
-25,23.47,"07"
-26,116.12,"07"
-25,19.91,"07"
-25,126.08,"07"
-27,87.39,"07"
-25,57.4,"07"
-25,17.41,"07"
-24,126.1,"07"
-27,173.6,"07"
-25,33.61,"07"
-25,134.77,"07"
-25,13.61,"07"
-25,134.89,"07"
-25,218.65,"07"
-25,139.85,"07"
-24,172.44,"07"
-25,39.87,"07"
-26,111.03,"07"
-24,129.87,"07"
-24,43.56,"07"
-26,133.64,"07"
-27,19.75,"07"
-25,122.28,"07"
-25,19.9,"07"
-25,204.84,"07"
-25,33.49,"07"
-27,129.02,"07"
-26,21.2,"07"
-24,34.84,"07"
-25,146.08,"07"
-24,31.1,"07"
-25,138.54,"07"
-25,23.62,"07"
-24,6.97,"07"
-24,97.38,"07"
-25,26.09,"07"
-27,128.58,"07"
-28,119.75,"07"
-25,44.83,"07"
-24,96.07,"07"
-25,17.29,"07"
-25,208.58,"07"
-26,47.32,"07"
-26,137.67,"07"
-26,92.29,"07"
-24,137.41,"07"
-25,49.88,"07"
-25,19.83,"07"
-28,142.4,"07"
-26,47.43,"07"
-24,174.86,"07"
-24,153.59,"07"
-25,41.1,"07"
-26,132.33,"07"
-23,88.72,"07"
-25,29.91,"07"
-25,146.1,"07"
-26,202.3,"07"
-24,49.94,"07"
-26,79.87,"07"
-26,135.95,"07"
-26,41.12,"07"
-25,26.07,"07"
-24,103.66,"07"
-27,119.93,"07"
-26,18.64,"07"
-25,6.07,"07"
-27,28.56,"07"
-25,72.37,"07"
-26,212.31,"07"
-25,110.91,"07"
-24,148.63,"07"
-26,98.56,"07"
-27,217.35,"07"
-26,43.61,"07"
-24,42.31,"07"
-24,59.89,"07"
-25,132.37,"07"
-25,28.6,"07"
-25,34.82,"07"
-25,17.35,"07"
-26,165.98,"07"
-24,137.72,"07"
-26,187.3,"07"
-27,126.01,"07"
-26,130.74,"07"
-27,141.09,"07"
-26,43.62,"07"
-25,140.98,"07"
-25,127.23,"07"
-24,134.94,"07"
-24,66.02,"07"
-25,128.62,"07"
-25,134.88,"07"
-23,53.55,"07"
-24,124.92,"07"
-24,21.13,"07"
-25,144.87,"07"
-26,168.61,"07"
-24,16.17,"07"
-26,174.88,"07"
-26,26.1,"07"
-26,32.4,"07"
-26,112.46,"07"
-25,39.83,"07"
-25,124.82,"07"
-26,148.54,"07"
-25,147.46,"07"
-25,203.67,"07"
-26,26.12,"07"
-26,133.55,"07"
-27,176.13,"07"
-25,84.84,"07"
-26,139.79,"07"
-24,193.64,"07"
-25,31.14,"07"
-24,308.63,"07"
-25,27.38,"07"
-27,22.26,"07"
-25,133.58,"07"
-26,128.57,"07"
-28,136.13,"07"
-23,38.56,"07"
-25,64.77,"07"
-25,23.59,"07"
-26,61.06,"07"
-25,95.96,"07"
-25,8.67,"07"
-24,14.76,"07"
-25,19.66,"07"
-26,138.64,"07"
-24,24.9,"07"
-24,36.1,"07"
-24,144.88,"07"
-25,87.37,"07"
-26,202.26,"07"
-25,144.12,"07"
-25,38.61,"07"
-25,137.33,"07"
-25,173.61,"07"
-24,107.79,"07"
-24,114.81,"07"
-25,26.1,"07"
-24,48.66,"07"
-25,19.87,"07"
-26,106.04,"07"
-25,43.7,"07"
-25,112.14,"07"
-25,42.77,"07"
-26,242.33,"07"
-25,143.64,"07"
-26,116.11,"07"
-24,47.36,"07"
-24,148.62,"07"
-24,30.42,"07"
-26,8.6,"07"
-24,81.18,"07"
-25,21.12,"07"
-26,79.77,"07"
-24,26.1,"07"
-25,11.05,"07"
-26,126.07,"07"
-26,209.79,"07"
-25,26.16,"07"
-26,127.42,"07"
-25,201.15,"07"
-27,233.59,"07"
-25,18.53,"07"
-25,141.48,"07"
-26,199.85,"07"
-26,59.83,"07"
-26,17.42,"07"
-24,14.81,"07"
-26,133.25,"07"
-24,69.98,"07"
-24,38.53,"07"
-24,142.32,"07"
-26,203.53,"07"
-23,199.87,"07"
-25,77.4,"07"
-25,20.98,"07"
-26,112.48,"07"
-26,163.48,"07"
-26,219.15,"07"
-27,183.66,"07"
-25,26.08,"07"
-24,41.1,"07"
-25,25.12,"07"
-25,174.87,"07"
-25,49.76,"07"
-24,7.3,"07"
-25,127.28,"07"
-23,121.11,"07"
-25,14.86,"07"
-25,118.13,"07"
-27,173.68,"07"
-25,134.86,"07"
-25,126.09,"07"
-25,92.28,"07"
-25,131.16,"07"
-25,123.7,"07"
-26,127.4,"07"
-24,28.59,"07"
-26,33.61,"07"
-25,27.24,"07"
-26,36.03,"07"
-26,244.73,"07"
-24,159.84,"07"
-26,152.28,"07"
-24,146.15,"07"
-25,187.4,"07"
-25,34.88,"07"
-24,199.86,"07"
-26,224.9,"07"
-25,38.96,"07"
-25,111.16,"07"
-26,207.88,"07"
-27,177.8,"07"
-24,14.46,"07"
-24,149.83,"07"
-28,130.91,"07"
-27,156.04,"07"
-25,43.62,"07"
-25,31.17,"07"
-25,124.92,"07"
-27,108.56,"07"
-24,21.1,"07"
-24,201.09,"07"
-27,121.09,"07"
-25,245.07,"07"
-26,122.25,"07"
-25,50.14,"07"
-25,203.55,"07"
-24,136.07,"07"
-25,75.07,"07"
-25,14.81,"07"
-29,132.55,"07"
-24,67.43,"07"
-26,144.5,"07"
-24,19.62,"07"
-23,182.37,"07"
-26,9.83,"07"
-25,101.13,"07"
-27,81.02,"07"
-25,227.36,"07"
-26,183.64,"07"
-25,77.1,"07"
-24,106.77,"07"
-25,152.38,"07"
-26,21.07,"07"
-27,78.21,"07"
-24,29.86,"07"
-26,194.81,"07"
-26,136.1,"07"
-23,38.6,"07"
-25,38.56,"07"
-25,56.07,"07"
-26,72.39,"07"
-26,267.45,"07"
-25,29.81,"07"
-25,27.4,"07"
-24,148.66,"07"
-25,188.44,"07"
-24,34.78,"07"
-24,40.74,"07"
-26,36.2,"07"
-24,121.12,"07"
-25,111.98,"07"
-26,56.11,"07"
-29,246.01,"07"
-26,54.01,"07"
-24,43.92,"07"
-24,52.32,"07"
-26,29.85,"07"
-25,98.61,"07"
-26,9.88,"07"
-24,137.29,"07"
-25,22.33,"07"
-26,27.27,"07"
-24,173.59,"07"
-28,166.07,"07"
-27,249.09,"07"
-24,175.79,"07"
-24,123.63,"07"
-24,162.67,"07"
-26,22.29,"07"
-25,147.37,"07"
-24,22.41,"07"
-24,33.6,"07"
-25,31.89,"07"
-24,51.13,"07"
-25,137.38,"07"
-26,139.78,"07"
-24,46.11,"07"
-24,88.57,"07"
-25,198.63,"07"
-25,141.58,"07"
-25,58.71,"07"
-25,49.87,"07"
-25,84.77,"07"
-25,149.85,"07"
-25,240.77,"07"
-25,206.25,"07"
-25,98.44,"07"
-26,36.18,"07"
-26,53.14,"07"
-24,24.8,"07"
-24,133.67,"07"
-26,30.77,"07"
-26,48.57,"07"
-24,46.03,"07"
-24,27.3,"07"
-25,87.32,"07"
-25,134.69,"07"
-26,134.07,"07"
-25,166.36,"07"
-25,27.44,"07"
-24,32.34,"07"
-26,114.9,"07"
-26,10.26,"07"
-25,199.74,"07"
-25,39.8,"07"
-25,48.55,"07"
-25,202.37,"07"
-25,33.57,"07"
-26,143.52,"07"
-26,97.37,"07"
-26,37.22,"07"
-24,21.09,"07"
-27,37.02,"07"
-27,28.6,"07"
-26,51.13,"07"
-25,136.1,"07"
-24,37.31,"07"
-24,72.31,"07"
-26,246.96,"07"
-24,17.7,"07"
-25,182.38,"07"
-25,148.63,"07"
-26,22.36,"07"
-25,46.01,"07"
-25,24.81,"07"
-25,136.01,"07"
-25,8.59,"07"
-24,138.62,"07"
-26,239.95,"07"
-24,42.38,"07"
-27,206.17,"07"
-28,23.67,"07"
-25,138.61,"07"
-26,139.88,"07"
-24,53.62,"07"
-24,23.6,"07"
-26,42.34,"07"
-25,129.86,"07"
-28,194.84,"07"
-26,23.54,"07"
-26,38.62,"07"
-24,37.33,"07"
-25,168.6,"07"
-25,33.52,"07"
-24,33.65,"07"
-25,47.4,"07"
-25,29.04,"07"
-26,48.51,"07"
-25,44.9,"07"
-24,139.87,"07"
-26,221.19,"07"
-25,114.77,"07"
-24,129.89,"07"
-26,80.99,"07"
-25,212.38,"07"
-25,8.66,"07"
-26,218.65,"07"
-25,26.04,"07"
-26,101.06,"07"
-28,142.32,"07"
-28,33.63,"07"
-25,124.81,"07"
-25,83.66,"07"
-27,187.33,"07"
-26,105.54,"07"
-26,101.16,"07"
-24,55.03,"07"
-24,49.83,"07"
-25,138.7,"07"
-24,33.62,"07"
-27,126.1,"07"
-25,194.87,"07"
-25,44.85,"07"
-24,27.39,"07"
-25,32.38,"07"
-25,154.73,"07"
-25,164.84,"07"
-25,6.08,"07"
-25,167.29,"07"
-25,256.14,"07"
-26,79.89,"07"
-25,148.69,"07"
-25,16.05,"07"
-26,138.53,"07"
-25,126.13,"07"
-26,32.34,"07"
-24,62.15,"07"
-25,148.56,"07"
-26,145.38,"07"
-25,159.91,"07"
-24,7.35,"07"
-24,32.32,"07"
-25,36.09,"07"
-25,203.16,"07"
-26,21.1,"07"
-25,99.84,"07"
-25,166.04,"07"
-26,139.82,"07"
-24,186.12,"07"
-26,34.85,"07"
-26,13.55,"07"
-25,139.95,"07"
-24,38.57,"07"
-26,17.27,"07"
-25,218.62,"07"
-23,6.15,"07"
-25,51.04,"07"
-24,77.84,"07"
-25,42.52,"07"
-26,108.04,"07"
-25,77.34,"07"
-26,137.38,"07"
-25,142.29,"07"
-25,116.11,"07"
-28,44.82,"07"
-24,67.29,"07"
-26,148.64,"07"
-25,81.04,"07"
-26,165.84,"07"
-26,103.52,"07"
-24,28.6,"07"
-25,155.7,"07"
-24,168.57,"07"
-24,14.87,"07"
-25,187.46,"07"
-26,134.85,"07"
-27,39.87,"07"
-29,73.66,"07"
-25,74.89,"07"
-25,128.61,"07"
-26,167.27,"07"
-25,203.61,"07"
-26,41.15,"07"
-24,11.1,"07"
-25,133.66,"07"
-24,8.61,"07"
-26,286.23,"07"
-24,83.64,"07"
-24,11.02,"07"
-25,28.67,"07"
-26,20.97,"07"
-25,223.84,"07"
-25,168.62,"07"
-26,132.42,"07"
-25,199.93,"07"
-26,183.52,"07"
-25,100.58,"07"
-26,28.09,"07"
-29,203.58,"07"
-24,36.08,"07"
-27,128.56,"07"
-29,191.1,"07"
-25,29.85,"07"
-27,89.81,"07"
-25,44.8,"07"
-25,36.14,"07"
-23,9.86,"07"
-24,194.84,"06"
-27,194.9,"06"
-24,198.55,"06"
-24,22.4,"06"
-29,53.63,"06"
-25,143.57,"06"
-27,33.5,"06"
-25,59.86,"06"
-25,14.87,"06"
-26,36.07,"06"
-26,204.86,"06"
-26,207.35,"06"
-25,21.11,"06"
-28,12.1,"06"
-25,133.58,"06"
-25,210.56,"06"
-27,301.18,"06"
-25,18.56,"06"
-25,18.62,"06"
-24,151.04,"06"
-23,13.65,"06"
-25,204.91,"06"
-25,132.38,"06"
-29,254.83,"06"
-24,194.85,"06"
-27,124.76,"06"
-27,27.34,"06"
-26,126.08,"06"
-23,124.85,"06"
-24,144.9,"06"
-23,157.27,"06"
-24,59.9,"06"
-24,223.6,"06"
-26,87.33,"06"
-25,198.53,"06"
-23,144.84,"06"
-25,51.06,"06"
-26,78.59,"06"
-24,139.88,"06"
-25,149.8,"06"
-23,39.79,"06"
-25,198.63,"06"
-25,203.55,"06"
-24,103.59,"06"
-28,302.3,"06"
-25,146.34,"06"
-25,26.3,"06"
-24,35.3,"06"
-27,137.91,"06"
-27,139.76,"06"
-24,28.68,"06"
-25,111.14,"06"
-25,17.35,"06"
-24,119.8,"06"
-30,127.3,"06"
-25,129.82,"06"
-27,137.32,"06"
-26,106.07,"06"
-24,118.64,"06"
-26,132.37,"06"
-25,136.16,"06"
-26,209.86,"06"
-27,123.6,"06"
-25,13.6,"06"
-24,148.6,"06"
-24,134.81,"06"
-25,131.07,"06"
-28,152.33,"06"
-27,159.86,"06"
-27,108.58,"06"
-26,24.87,"06"
-25,207.27,"06"
-26,126.13,"06"
-25,17.39,"06"
-26,201.02,"06"
-26,61.72,"06"
-27,132.31,"06"
-25,128.59,"06"
-26,102.07,"06"
-25,117.3,"06"
-26,139.81,"06"
-25,9.88,"06"
-24,92.3,"06"
-25,64.86,"06"
-24,7.33,"06"
-26,197.41,"06"
-24,36.06,"06"
-25,203.59,"06"
-22,137.33,"06"
-27,17.35,"06"
-26,19.88,"06"
-26,126.07,"06"
-27,197.31,"06"
-24,13.58,"06"
-26,141.07,"06"
-24,128.52,"06"
-25,133.62,"06"
-23,9.82,"06"
-23,73.6,"06"
-23,126.08,"06"
-26,133.64,"06"
-27,44.83,"06"
-24,134.82,"06"
-23,134.92,"06"
-24,133.57,"06"
-25,173.56,"06"
-26,159.88,"06"
-24,126.11,"06"
-27,26.03,"06"
-25,103.66,"06"
-28,193.53,"06"
-27,146.05,"06"
-26,22.4,"06"
-26,154.8,"06"
-24,132.29,"06"
-24,27.44,"06"
-22,18.62,"06"
-25,141.49,"06"
-26,137.32,"06"
-25,77.29,"06"
-28,126.16,"06"
-25,16.12,"06"
-26,216.12,"06"
-25,91.05,"06"
-24,83.65,"06"
-23,116.02,"06"
-26,47.29,"06"
-28,103.54,"06"
-25,107.38,"06"
-26,314.85,"06"
-25,29.84,"06"
-24,138.56,"06"
-23,141.07,"06"
-28,82.39,"06"
-27,199.79,"06"
-25,31.14,"06"
-23,133.6,"06"
-24,128.63,"06"
-26,33.59,"06"
-25,81.08,"06"
-25,132.32,"06"
-25,18.65,"06"
-24,29.8,"06"
-27,81.26,"06"
-25,136.12,"06"
-26,19.83,"06"
-25,59.83,"06"
-27,28.6,"06"
-28,189.75,"06"
-27,27.36,"06"
-26,141.91,"06"
-28,91.06,"06"
-28,135.14,"06"
-26,126.12,"06"
-25,118.63,"06"
-28,94.78,"06"
-27,46.12,"06"
-27,183.57,"06"
-24,92.28,"06"
-23,134.78,"06"
-24,61.14,"06"
-25,78.57,"06"
-23,97.38,"06"
-26,117.34,"06"
-25,142.31,"06"
-24,124.83,"06"
-26,109.8,"06"
-25,123.65,"06"
-24,161.1,"06"
-24,157.34,"06"
-25,141.05,"06"
-27,48.58,"06"
-25,96.04,"06"
-23,128.66,"06"
-25,48.57,"06"
-23,42.29,"06"
-25,117.04,"06"
-28,36.04,"06"
-23,131.88,"06"
-24,82.41,"06"
-25,18.52,"06"
-28,226.11,"06"
-25,14.89,"06"
-25,46.14,"06"
-27,102.32,"06"
-25,112.31,"06"
-26,123.61,"06"
-25,82.28,"06"
-26,29.86,"06"
-25,168.56,"06"
-24,131.04,"06"
-25,68.62,"06"
-23,106.04,"06"
-24,42.38,"06"
-25,78.62,"06"
-26,201.07,"06"
-24,158.61,"06"
-23,93.62,"06"
-27,17.29,"06"
-27,148.57,"06"
-26,28.24,"06"
-22,128.6,"06"
-23,143.52,"06"
-24,32.44,"06"
-26,77.38,"06"
-24,21.09,"06"
-26,24.77,"06"
-25,121.06,"06"
-25,94.96,"06"
-23,183.66,"06"
-24,16.09,"06"
-25,37.34,"06"
-28,216.09,"06"
-28,134.85,"06"
-25,196.09,"06"
-24,131.06,"06"
-24,121.56,"06"
-30,8.8,"06"
-25,99.89,"06"
-26,14.78,"06"
-25,129.94,"06"
-25,148.49,"06"
-27,88.62,"06"
-27,236.05,"06"
-25,148.63,"06"
-24,136.09,"06"
-25,44.84,"06"
-23,26.06,"06"
-26,38.59,"06"
-23,39.77,"06"
-24,96.1,"06"
-23,122.37,"06"
-23,148.57,"06"
-27,118.93,"06"
-25,139.85,"06"
-24,26.06,"06"
-23,184.76,"06"
-25,23.64,"06"
-27,207.36,"06"
-24,128.58,"06"
-25,227.34,"06"
-23,132.25,"06"
-24,71.03,"06"
-26,22.35,"06"
-26,7.33,"06"
-28,89.82,"06"
-26,26.09,"06"
-24,48.69,"06"
-23,128.48,"06"
-24,153.14,"06"
-26,198.56,"06"
-25,296.13,"06"
-27,127.3,"06"
-26,102.26,"06"
-27,152.35,"06"
-26,189.88,"06"
-25,127.39,"06"
-25,82.27,"06"
-23,203.58,"06"
-24,43.62,"06"
-23,91.11,"06"
-28,19.79,"06"
-24,124.82,"06"
-23,136.08,"06"
-24,126.1,"06"
-24,58.65,"06"
-27,21.05,"06"
-26,258.6,"06"
-23,133.57,"06"
-24,28.63,"06"
-25,199.82,"06"
-25,73.58,"06"
-25,88.53,"06"
-24,226.07,"06"
-24,102.3,"06"
-25,189.82,"06"
-27,137.34,"06"
-26,126.01,"06"
-28,102.36,"06"
-25,119.86,"06"
-25,97.36,"06"
-23,118.58,"06"
-26,54.63,"06"
-24,169.85,"06"
-29,312.37,"06"
-26,92.25,"06"
-27,87.33,"06"
-24,202.25,"06"
-26,226.13,"06"
-26,18.63,"06"
-25,132.34,"06"
-25,199.87,"06"
-23,158.54,"06"
-29,181.1,"06"
-26,18.62,"06"
-26,112.35,"06"
-22,27.29,"06"
-24,123.61,"06"
-27,94.84,"06"
-28,151.04,"06"
-25,46.09,"06"
-24,31.08,"06"
-25,47.31,"06"
-28,11.05,"06"
-27,169.8,"06"
-24,169.9,"06"
-24,144.86,"06"
-24,18.61,"06"
-24,207.35,"06"
-23,159.71,"06"
-27,42.42,"06"
-25,14.85,"06"
-27,22.36,"06"
-24,32.33,"06"
-27,7.41,"06"
-23,111.03,"06"
-26,142.39,"06"
-27,167.29,"06"
-26,182.41,"06"
-25,197.35,"06"
-24,23.62,"06"
-24,35.99,"06"
-24,197.32,"06"
-25,123.6,"06"
-25,127.32,"06"
-24,41.08,"06"
-23,183.58,"06"
-24,107.3,"06"
-28,143.55,"06"
-25,141.15,"06"
-25,56.06,"06"
-27,176.01,"06"
-30,149.82,"06"
-24,53.62,"06"
-23,48.56,"06"
-26,27.32,"06"
-28,159.85,"06"
-26,134.83,"06"
-24,28.53,"06"
-26,94.81,"06"
-24,117.35,"06"
-26,98.6,"06"
-26,84.83,"06"
-23,193.57,"06"
-30,111.11,"06"
-27,142.36,"06"
-25,79.81,"06"
-24,167.31,"06"
-25,184.94,"06"
-27,78.61,"06"
-26,81.05,"06"
-24,19.82,"06"
-25,202.3,"06"
-22,171.14,"06"
-26,147.31,"06"
-24,199.8,"06"
-25,81.05,"06"
-25,147.39,"06"
-24,22.38,"06"
-25,69.88,"06"
-23,37.39,"06"
-24,8.52,"06"
-25,116.11,"06"
-24,143.52,"06"
-24,44.87,"06"
-24,181.12,"06"
-26,146.09,"06"
-28,11.08,"06"
-26,89.91,"06"
-24,34.84,"06"
-24,33.64,"06"
-25,106.05,"06"
-23,98.64,"06"
-24,13.59,"06"
-25,28.58,"06"
-23,126.11,"06"
-25,121.09,"06"
-27,146.15,"06"
-25,121.05,"06"
-26,127.29,"06"
-24,171.05,"06"
-25,13.55,"06"
-27,282.37,"06"
-25,103.56,"06"
-26,16.11,"06"
-22,74.43,"06"
-26,264.83,"06"
-29,129.78,"06"
-24,138.59,"06"
-26,124.83,"06"
-24,84.87,"06"
-25,121.03,"06"
-23,194.7,"06"
-26,88.64,"06"
-28,64.82,"06"
-24,74.83,"06"
-28,22.34,"06"
-27,52.31,"06"
-26,122.38,"06"
-24,19.89,"06"
-26,87.32,"06"
-25,32.34,"06"
-25,224.85,"06"
-23,43.52,"06"
-24,139.76,"06"
-24,43.6,"06"
-25,192.33,"06"
-24,37.28,"06"
-26,31.1,"06"
-25,41.08,"06"
-24,136.08,"06"
-25,139.84,"06"
-24,28.64,"06"
-24,208.69,"06"
-26,149.79,"06"
-24,136.1,"06"
-28,218.62,"06"
-24,170.19,"06"
-25,42.32,"06"
-28,152.04,"06"
-25,189.79,"06"
-26,141.06,"06"
-25,39.81,"06"
-24,114.86,"06"
-26,126.16,"06"
-25,82.44,"06"
-27,104.86,"06"
-28,21.08,"06"
-25,127.37,"06"
-24,85.97,"06"
-27,23.6,"06"
-28,206.1,"06"
-25,69.79,"06"
-25,206.08,"06"
-23,157.36,"06"
-29,43.55,"06"
-24,36.02,"06"
-26,98.56,"06"
-28,131.11,"06"
-24,78.58,"06"
-29,72.39,"06"
-27,218.57,"06"
-26,18.56,"06"
-26,139.85,"06"
-25,17.34,"06"
-25,107.33,"06"
-26,127.3,"06"
-25,19.86,"06"
-24,19.8,"06"
-24,99.82,"06"
-26,223.61,"06"
-29,125.16,"06"
-25,98.57,"06"
-25,206.1,"06"
-24,129.83,"06"
-23,44.86,"06"
-24,136.01,"06"
-25,186.12,"06"
-24,198.54,"06"
-26,127.34,"06"
-25,163.64,"06"
-25,56.17,"06"
-22,107.15,"06"
-28,129.8,"06"
-24,163.64,"06"
-24,203.57,"06"
-26,229.88,"06"
-26,114.9,"06"
-26,121.08,"06"
-24,209.92,"06"
-26,59.7,"06"
-24,214.8,"06"
-27,62.34,"06"
-24,164.92,"06"
-23,39.84,"06"
-27,136.11,"06"
-24,106.1,"06"
-25,99.85,"06"
-26,118.63,"06"
-25,141.1,"06"
-27,11.1,"06"
-24,136.11,"06"
-28,67.37,"06"
-25,23.6,"06"
-24,157.38,"06"
-26,126.11,"06"
-23,57.32,"06"
-24,123.53,"06"
-26,96.18,"06"
-24,146.09,"06"
-25,162.32,"06"
-29,136.08,"06"
-28,152.3,"06"
-23,169.79,"06"
-24,123.56,"06"
-28,124.91,"06"
-23,131.07,"06"
-24,129.85,"06"
-25,31.05,"06"
-27,226.07,"06"
-28,84.95,"06"
-24,118.61,"06"
-26,66.19,"06"
-23,213.58,"06"
-25,152.33,"06"
-25,20.93,"06"
-24,133.55,"06"
-25,59.81,"06"
-23,23.58,"06"
-25,137.36,"06"
-25,76.05,"06"
-23,77.32,"06"
-26,108.63,"06"
-23,164.82,"06"
-25,154.82,"06"
-27,79.81,"06"
-23,131.09,"06"
-25,129.85,"06"
-24,29.79,"06"
-25,186.1,"06"
-25,27.35,"06"
-27,134.8,"06"
-28,17.33,"05"
-27,138.07,"05"
-28,181.05,"05"
-31,201.05,"05"
-29,189.78,"05"
-29,137.33,"05"
-26,51.12,"05"
-32,296.18,"05"
-29,126.06,"05"
-29,22.32,"05"
-28,124.8,"05"
-30,82.34,"05"
-30,132.33,"05"
-25,31.97,"05"
-32,304.85,"05"
-26,167.33,"05"
-30,196.02,"05"
-28,67.34,"05"
-27,204.77,"05"
-30,143.61,"05"
-29,46.11,"05"
-27,62.3,"05"
-25,207.35,"05"
-29,177.31,"05"
-29,166.08,"05"
-29,63.57,"05"
-25,146.11,"05"
-30,266.14,"05"
-29,17.41,"05"
-29,79.86,"05"
-27,89.87,"05"
