"timestamp","rssi","rx"
"19:16:45 ",0,-87
"19:17:20 ",-7,-84
"19:17:48 ",-9,-82
"19:18:46 ",0,-81
"19:19:01 ",-9,-85
"19:19:18 ",-4,-83
"19:19:32 ",-8,-80
"19:20:02 ",0,-97
"19:20:10 ",-2,-88
"19:20:42 ",-1,-83
"19:20:46 ",-7,-82
"19:20:54 ",-13,-84
"19:21:13 ",-2,-83
"19:21:19 ",-5,-94
"19:21:23 ",-10,-89
"19:21:50 ",-9,-86
"19:21:51 ",-9,-80
"19:22:04 ",-15,-81
"19:22:13 ",-6,-76
"19:22:37 ",-3,-84
"19:22:43 ",-6,-80
"19:22:51 ",-13,-83
"19:22:57 ",-5,-84
"19:23:04 ",-7,-83
"19:23:14 ",-4,-79
"19:23:45 ",-14,-97
"19:23:48 ",0,-82
"19:23:55 ",-3,-89
"19:24:02 ",-2,-85
"19:24:13 ",-3,-86
"19:24:25 ",-9,-85
"19:24:25 ",-9,-78
"19:25:13 ",-13,-94
"19:25:18 ",-2,-83
"19:25:26 ",-1,-84
"19:25:39 ",-8,-84
"19:25:46 ",-18,-79
"19:25:58 ",-7,-80
"19:26:05 ",-10,-83
"19:26:48 ",-12,-79
"19:26:58 ",-4,-78
"19:27:08 ",-3,-78
"19:27:21 ",0,-86
"19:27:37 ",-8,-85
"19:28:02 ",0,-92
"19:28:27 ",-2,-78
"19:28:36 ",-8,-88
"19:28:46 ",-4,-89
"19:29:10 ",-16,-79
"19:29:46 ",-8,-84
"19:30:02 ",-1,-89
"19:31:19 ",-12,-78
"19:31:25 ",-10,-87
"19:31:34 ",-9,-96
"19:31:45 ",-6,-85
"19:31:46 ",-4,-76
"19:31:55 ",-5,-82
"19:32:08 ",-12,-95
"19:32:34 ",-3,-80
"19:32:55 ",-8,-85
"19:32:58 ",-5,-82
"19:33:04 ",-10,-83
"19:33:45 ",-16,-78
"19:34:01 ",-19,-83
"19:34:06 ",-8,-83
"19:34:36 ",-5,-86
"19:34:43 ",-8,-83
"19:34:48 ",-3,-86
"19:34:59 ",-16,-76
"19:35:09 ",0,-85
"19:35:44 ",-15,-76
"19:35:58 ",-1,-84
"19:36:01 ",-8,-87
"19:36:16 ",-2,-79
"19:36:23 ",0,-82
