"timestamp","rssi","rx"
"19:38:01 ",-9,-82
"19:38:08 ",0,-82
"19:38:13 ",-9,-82
"19:38:14 ",-15,-82
"19:38:30 ",-13,-82
"19:38:37 ",-12,-80
"19:38:42 ",-15,-81
"19:38:54 ",-12,-77
"19:39:24 ",-6,-81
"19:39:48 ",-7,-76
"19:39:51 ",-1,-84
"19:40:17 ",-2,-83
"19:40:34 ",-8,-80
"19:40:45 ",-5,-80
"19:40:55 ",-12,-82
"19:40:56 ",-5,-81
"19:41:11 ",-12,-81
"19:41:27 ",0,-83
"19:41:47 ",-17,-85
"19:41:55 ",-11,-83
"19:42:05 ",-6,-79
"19:42:09 ",0,-80
"19:42:22 ",-5,-81
"19:42:24 ",-9,-81
"19:42:26 ",-12,-80
"19:42:37 ",-2,-82
"19:43:37 ",-7,-83
"19:43:40 ",-6,-83
"19:43:50 ",-5,-82
"19:44:03 ",-5,-79
"19:44:13 ",-7,-82
"19:44:27 ",-8,-76
"19:44:34 ",-6,-83
"19:44:36 ",-7,-83
"19:44:47 ",-8,-85
"19:44:49 ",0,-81
"19:45:11 ",-2,-83
"19:45:14 ",-10,-82
"19:45:22 ",-15,-82
"19:45:28 ",0,-84
"19:45:29 ",-11,-82
"19:46:35 ",-4,-81
"19:46:51 ",-11,-82
"19:46:54 ",-6,-82
"19:47:18 ",-3,-82
"19:47:21 ",-19,-82
"19:47:52 ",-6,-81
"19:47:55 ",-5,-83
"19:48:04 ",-12,-79
"19:48:23 ",-18,-84
"19:48:28 ",-7,-76
"19:48:49 ",-1,-83
"19:48:51 ",-1,-81
"19:49:11 ",0,-79
"19:49:13 ",-9,-83
"19:49:34 ",0,-83
"19:50:19 ",-9,-75
"19:50:45 ",-14,-81
"19:50:45 ",-14,-79
"19:50:48 ",0,-83
"19:51:00 ",-11,-75
"19:51:04 ",-4,-81
"19:51:32 ",0,-82
"19:51:38 ",-4,-83
"19:51:51 ",-4,-82
"19:52:02 ",-15,-82
"19:52:04 ",0,-81
"19:52:10 ",-9,-80
"19:52:39 ",-4,-83
"19:52:58 ",-7,-82
"19:53:09 ",-7,-82
"19:53:16 ",-9,-82
"19:53:21 ",-3,-83
"19:53:55 ",-2,-82
"19:54:03 ",-1,-76
"19:54:12 ",-5,-80
"19:54:13 ",-4,-83
"19:54:46 ",0,-75
"19:54:54 ",0,-82
"19:55:10 ",-5,-85
"19:55:16 ",-5,-83
"19:56:17 ",-2,-85
"19:56:26 ",-8,-83
"19:56:57 ",-2,-82
"19:57:23 ",-7,-83
"19:57:25 ",-9,-82
"19:57:40 ",-1,-79
"19:57:42 ",-9,-82
