"timestamp","rssi","echo_time"
"19:37:46",-7,7.11
"19:37:47",-8,102.3
"19:37:48",-4,88.61
"19:37:49",-9,87.34
"19:37:50",-8,89.85
"19:37:51",-7,89.86
"19:37:52",-9,181.06
"19:37:53",-7,157.36
"19:37:55",-13,134.82
"19:37:56",-5,137.33
"19:37:57",-9,334.82
"19:37:58",-10,198.62
"19:38:00",0,267.98
"19:38:01",-12,92.32
"19:38:02",-4,98.57
"19:38:03",-5,118.59
"19:38:04",-5,101.07
"19:38:05",-5,112.36
"19:38:06",-10,192.29
"19:38:07",-3,101.13
"19:38:09",-4,443.55
"19:38:10",0,216.06
"19:38:11",-1,257.35
"19:38:25",-1,7.07
"19:38:26",-2,344.82
"19:38:27",-13,302.32
"19:38:29",-7,194.82
"19:38:30",-11,171.08
"19:38:31",0,201.08
"19:38:47",-7,299.62
"19:38:48",-6,187.23
"19:39:08",-7,222.57
"19:39:09",-3,206.83
"19:39:10",-6,136.07
"19:39:11",-5,199.87
"19:39:12",-5,133.57
"19:39:14",-7,211.16
"19:39:15",-5,187.26
"19:39:16",-5,712.97
"19:39:18",0,117.29
"19:39:19",-13,321.13
"19:39:20",-7,232.56
"19:39:21",-14,180.86
"19:39:41",0,56.84
"19:39:42",-12,200.83
"19:39:43",-1,231.07
"19:39:45",-1,260.03
"19:39:46",-3,225.93
"19:39:47",-15,373.53
"19:39:49",-2,304.84
"19:39:50",0,170.15
"19:39:51",-3,199.49
"19:39:52",-2,18.51
"19:39:53",-2,217.36
"19:39:54",-1,219.83
"19:39:56",-4,228.56
"19:39:57",-1,217.36
"19:39:58",-5,26.05
"19:39:59",-5,221.15
"19:40:00",-2,181.05
"19:40:02",0,252.34
"19:40:03",-2,173.54
"19:40:04",-3,153.61
"19:40:05",0,82.3
"19:40:06",-4,146.1
"19:40:07",-5,182.3
"19:40:08",-4,159.83
"19:40:10",-4,309.85
"19:40:11",0,103.59
"19:40:12",-1,22.29
"19:40:13",-5,84.87
"19:40:14",-5,218.56
"19:40:15",0,171.07
"19:40:17",-11,186.07
"19:40:18",0,309.87
"19:40:19",-6,103.59
"19:40:20",-17,111.39
"19:40:21",-1,96.96
"19:40:22",-9,99.87
"19:40:23",0,169.79
"19:40:25",-3,143.58
"19:40:26",-10,198.58
"19:40:27",-1,104.81
"19:40:28",-13,79.84
"19:40:29",-2,173.55
"19:40:30",-12,156.06
"19:40:31",-4,7.34
"19:40:33",0,202.37
"19:40:34",-3,176.14
"19:40:35",-2,326.08
"19:40:36",-3,252.36
"19:40:37",0,98.53
"19:40:39",0,244.81
"19:40:56",-4,189.67
"19:40:57",-6,138.51
"19:41:18",-16,273.39
"19:41:19",-1,194.99
"19:41:21",-9,274.63
"19:41:39",-5,99.66
"19:41:40",-6,62.25
"19:41:41",-4,134.84
"19:41:42",-6,81.11
"19:41:43",-6,162.31
"19:41:44",-5,106.07
"19:41:46",0,1115.49
"19:41:48",-3,174.77
"19:41:49",-2,222.36
"19:41:50",-9,112.49
"19:41:51",0,268.42
"19:41:52",-5,216.25
"19:41:54",0,185.87
"19:41:55",-5,326.12
"19:41:56",-5,187.27
"19:41:58",-9,331.96
"19:41:59",-4,121.44
"19:42:00",-11,109.78
"19:42:01",0,77.37
"19:42:02",-12,371.09
"19:42:03",-5,117.34
"19:42:05",-7,214.81
"19:42:06",-1,308.89
"19:42:07",-9,250.73
"19:42:08",-13,266.13
"19:42:10",-9,176.11
"19:42:11",0,108.58
"19:42:12",0,124.78
