"timestamp","rssi","echo_time"
"19:38:01",-21,234.64
"19:38:02",-21,172.24
"19:38:03",-20,132.38
"19:38:05",-20,212.39
"19:38:06",-19,148.57
"19:38:07",-20,178.62
"19:38:08",-23,153.61
"19:38:09",-21,91.14
"19:38:10",-23,203.59
"19:38:11",-23,112.38
"19:38:13",-22,214.86
"19:38:14",-21,76.09
"19:38:15",-21,347.38
"19:38:16",-22,88.55
"19:38:17",-21,218.61
"19:38:18",-20,74.92
"19:38:20",-22,144.85
"19:38:21",-22,84.85
"19:38:22",-23,168.59
"19:38:23",-22,232.4
"19:38:24",-21,129.81
"19:38:25",-21,199.74
"19:38:27",-21,277.36
"19:38:28",-22,192.39
"19:38:29",-22,22.23
"19:38:30",-20,151.12
"19:38:31",-21,193.57
"19:38:32",-21,163.62
"19:38:34",-22,265.62
"19:38:35",-20,159.06
"19:38:36",-22,23.6
"19:38:37",-20,129.92
"19:38:38",-21,19.8
"19:38:39",-22,73.64
"19:38:40",-23,218.56
"19:38:41",-20,47.39
"19:38:43",-21,193.65
"19:38:44",-22,229.78
"19:38:45",-20,11.12
"19:38:46",-22,142.42
"19:38:47",-21,292.36
"19:38:48",-20,136.08
"19:38:50",-21,192.42
"19:38:51",-21,234.78
"19:38:52",-21,194.86
"19:38:53",-22,86.13
"19:38:54",-21,196.07
"19:38:56",-22,286.12
"19:38:57",-22,237.38
"19:38:58",-22,103.58
"19:38:59",-19,149.86
"19:39:00",-21,112.35
"19:39:01",-20,177.35
"19:39:02",-20,137.39
"19:39:04",-22,221.13
"19:39:05",-21,428.64
"19:39:06",-22,171.09
"19:39:08",-22,269.88
"19:39:09",-23,101.07
"19:39:10",-22,151.07
"19:39:11",-22,199.87
"19:39:12",-23,13.64
"19:39:13",-22,24.8
"19:39:14",-23,87.35
"19:39:15",-24,29.86
"19:39:16",-22,116.11
"19:39:17",-21,32.49
"19:39:19",-22,259.81
"19:39:20",-22,92.39
"19:39:21",-22,156.07
"19:39:22",-22,149.82
"19:39:23",-21,103.63
"19:39:24",-22,113.57
"19:39:25",-23,262.42
"19:39:27",-22,299.83
"19:39:28",-21,186.02
"19:39:29",-22,272.35
"19:39:30",-23,192.39
"19:39:31",-22,77.37
"19:39:33",-22,248.6
"19:39:34",-22,132.37
"19:39:35",-22,108.51
"19:39:36",-20,144.85
"19:39:37",-21,19.91
"19:39:38",-22,321.16
"19:39:40",-20,208.62
"19:39:41",-23,343.53
"19:39:42",-19,377.39
"19:39:44",-19,262.36
"19:39:45",-21,216.13
"19:39:46",-22,377.39
"19:39:47",-21,144.26
"19:39:48",-22,12.32
"19:39:49",-22,88.65
"19:39:51",-22,53.56
"19:39:52",-22,123.64
"19:39:53",-23,87.38
"19:39:54",-22,144.82
"19:39:55",-23,17.39
"19:39:56",-23,276.07
"19:39:58",-19,547.37
"19:39:59",-21,119.79
"19:40:00",-22,204.91
"19:40:01",-23,153.56
"19:40:02",-21,271.07
"19:40:04",-22,44.83
"19:40:05",-22,89.92
"19:40:06",-20,49.81
"19:40:07",-20,100.95
"19:40:08",-21,8.62
"19:40:09",-22,98.59
"19:40:10",-23,244.84
"19:40:11",-22,208.57
"19:40:13",-22,187.45
"19:40:14",-21,176.04
"19:40:15",-23,82.3
"19:40:16",-24,382.41
"19:40:17",-22,78.6
"19:40:18",-22,254.8
"19:40:20",-30,198.65
"19:40:21",-22,208.57
"19:40:22",-21,216.12
"19:40:23",-21,226.34
"19:40:25",-21,198.44
"19:40:26",-21,92.32
"19:40:27",-21,53.6
"19:40:28",-22,203.59
"19:40:29",-21,26.08
"19:40:30",-22,99.89
"19:40:31",-21,49.86
"19:40:32",-22,129.85
"19:40:33",-22,178.58
"19:40:34",-21,91.09
"19:40:36",-23,256.1
"19:40:37",-22,224.85
"19:40:38",-20,88.56
"19:40:39",-22,169.88
"19:40:41",-21,369.87
"19:40:42",-21,254.83
"19:40:43",-21,427.37
"19:40:44",-22,128.55
"19:40:46",-21,198.64
"19:40:47",-21,89.85
"19:40:48",-22,183.6
"19:40:49",-22,367.31
"19:40:50",-23,117.45
"19:40:52",-22,236.01
"19:40:53",-23,95.03
"19:40:54",-23,125.91
"19:40:55",-22,336.08
"19:40:56",-20,216.1
"19:40:58",-23,148.62
"19:40:59",-20,264.9
"19:41:00",-21,29.78
"19:41:01",-22,44.9
"19:41:02",-23,319.82
"19:41:03",-22,157.35
"19:41:04",-22,82.42
"19:41:05",-22,72.25
"19:41:07",-21,133.62
"19:41:08",-22,127.37
"19:41:09",-21,18.63
"19:41:10",-24,14.78
"19:41:11",-21,218.63
"19:41:12",-23,303.59
"19:41:14",-23,239.86
"19:41:15",-23,396.02
"19:41:16",-24,7.42
"19:41:17",-23,149.84
"19:41:18",-23,87.38
"19:41:19",-23,39.96
"19:41:20",-22,210.98
"19:41:22",-22,304.86
"19:41:23",-23,140
"19:41:24",-21,235.96
"19:41:25",-22,164.88
"19:41:27",-21,366.07
"19:41:28",-21,204.83
"19:41:29",-21,111.15
"19:41:30",-20,238.57
"19:41:31",-21,97.34
"19:41:33",-22,242.36
"19:41:34",-22,26.03
"19:41:35",-20,84.96
"19:41:36",-22,152.34
"19:41:37",-20,182.37
"19:41:38",-21,191.04
"19:41:39",-22,183.67
"19:41:41",-21,176.05
"19:41:42",-20,249.89
"19:41:43",-22,24.77
"19:41:44",-21,193.64
"19:41:45",-22,56.11
"19:41:46",-22,101.12
"19:41:47",-23,89.82
"19:41:49",-21,254.78
"19:41:50",-23,183.67
"19:41:51",-20,291.01
"19:41:52",-19,57.37
"19:41:53",-20,11.09
"19:41:54",-23,242.33
"19:41:56",-21,204.87
"19:41:57",-21,208.54
"19:41:58",-22,242.33
"19:41:59",-20,287.33
"19:42:01",-23,277.36
"19:42:02",-21,196.05
"19:42:03",-19,166.04
"19:42:04",-22,114.85
"19:42:05",-20,252.35
