"rssi","timestamp","scocca"
-17,"09:22:35","noscocca"
-14,"09:26:02","noscocca"
-16,"09:26:08","noscocca"
-16,"09:23:59","noscocca"
-15,"09:25:29","noscocca"
-15,"09:25:26","noscocca"
-14,"09:23:25","noscocca"
-14,"09:21:49","noscocca"
-13,"09:23:11","noscocca"
-21,"09:18:37","noscocca"
-16,"09:19:58","noscocca"
-15,"09:21:03","noscocca"
-15,"09:17:01","noscocca"
-19,"09:16:47","noscocca"
-17,"09:26:27","noscocca"
-14,"09:19:18","noscocca"
-16,"09:17:42","noscocca"
-17,"09:21:54","noscocca"
-14,"09:17:36","noscocca"
-16,"09:18:45","noscocca"
-16,"09:20:09","noscocca"
-18,"09:25:04","noscocca"
-16,"09:21:11","noscocca"
-19,"09:23:30","noscocca"
-16,"09:20:47","noscocca"
-17,"09:25:08","noscocca"
-17,"09:18:16","noscocca"
-17,"09:22:00","noscocca"
-20,"09:17:26","noscocca"
-17,"09:18:58","noscocca"
-15,"09:24:45","noscocca"
-16,"09:21:22","noscocca"
-19,"09:22:30","noscocca"
-19,"09:21:59","noscocca"
-15,"09:18:22","noscocca"
-14,"09:19:30","noscocca"
-17,"09:17:14","noscocca"
-14,"09:20:24","noscocca"
-14,"09:21:31","noscocca"
-13,"09:17:59","noscocca"
-14,"09:21:45","noscocca"
-14,"09:18:31","noscocca"
-16,"09:20:18","noscocca"
-13,"09:21:06","noscocca"
-17,"09:17:09","noscocca"
-14,"09:25:19","noscocca"
-22,"09:16:49","noscocca"
-20,"09:19:17","noscocca"
-18,"09:17:47","noscocca"
-14,"09:21:51","noscocca"
-22,"09:17:31","noscocca"
-18,"09:24:22","noscocca"
-16,"09:20:00","noscocca"
-14,"09:21:48","noscocca"
-17,"09:21:16","noscocca"
-20,"09:23:36","noscocca"
-19,"09:16:57","noscocca"
-16,"09:24:17","noscocca"
-15,"09:18:13","noscocca"
-17,"09:26:18","noscocca"
-12,"09:25:46","noscocca"
