"timestamp","rssi","echo_time"
"18:54:44",-16,10.01
"18:54:46",-16,156.01
"18:54:47",-15,102.32
"18:54:48",-17,316.1
"18:54:49",-17,38.66
"18:54:50",-16,8.62
"18:54:51",-15,88.67
"18:54:52",-16,51.1
"18:54:53",-15,97.46
"18:54:54",-18,111.08
"18:54:55",-18,71.18
"18:54:57",-15,169.83
"18:54:58",-15,7.36
"18:54:59",-16,49.77
"18:55:00",-17,90
"18:55:01",-17,103.51
"18:55:02",-16,46.08
"18:55:03",-17,19.77
"18:55:04",-18,91.07
"18:55:05",-15,42.36
"18:55:06",-16,98.69
"18:55:07",-15,107.25
"18:55:08",-16,149.87
"18:55:10",-16,97.35
"18:55:11",-15,12.32
"18:55:12",-15,31.12
"18:55:13",-15,109.83
"18:55:14",-16,9.8
"18:55:15",-16,38.56
"18:55:16",-15,98.68
"18:55:17",-16,96.01
"18:55:18",-15,46.09
"18:55:19",-15,99.87
"18:55:20",-16,14.85
"18:55:21",-14,38.62
"18:55:22",-14,214.82
"18:55:23",-17,82.32
"18:55:25",-16,51.11
"18:55:26",-15,9.86
"18:55:27",-16,88.63
"18:55:28",-14,52.28
"18:55:29",-15,206.12
"18:55:30",-14,92.31
"18:55:31",-15,148.65
"18:55:32",-16,101.05
"18:55:33",-14,49.8
"18:55:34",-14,14.83
"18:55:35",-15,91.11
"18:55:36",-14,62.38
"18:55:38",-16,81.09
"18:55:39",-14,99.81
"18:55:40",-16,148.58
"18:55:41",-13,113.68
"18:55:42",-15,87.21
"18:55:43",-14,148.65
"18:55:44",-14,108.54
"18:55:45",-15,99.85
"18:55:46",-15,42.47
"18:55:47",-14,98.48
"18:55:49",-14,101.05
"18:55:50",-14,51.23
"18:55:51",-15,99.83
"18:55:52",-15,148.6
"18:55:53",-16,101.1
"18:55:54",-15,99.84
"18:55:55",-14,99.84
"18:55:56",-14,49.81
"18:55:57",-15,99.9
"18:55:58",-15,8.5
"18:55:59",-15,101.18
"18:56:01",-15,147.27
"18:56:02",-14,102.22
"18:56:03",-15,40.88
"18:56:04",-15,11
"18:56:05",-15,87.4
"18:56:06",-15,152.32
"18:56:07",-14,108.73
"18:56:08",-15,88.47
"18:56:09",-15,49.85
"18:56:10",-15,13.64
"18:56:11",-14,146.07
"18:56:12",-15,93.65
"18:56:13",-16,8.45
