"timestamp","rssi","rx"
"18:36:04 ",-8,-69
"18:36:09 ",-8,-69
"18:37:36 ",-6,-70
"18:46:16 ",-10,-72
"18:52:14 ",-6,-71
"18:48:08 ",-9,-71
"18:45:19 ",-10,-73
"18:36:50 ",-5,-69
"18:41:39 ",-9,-72
"18:43:06 ",-8,-70
"18:43:01 ",-8,-71
"18:36:19 ",-8,-71
"18:43:27 ",-9,-73
"18:50:16 ",-7,-74
"18:41:01 ",-7,-70
"18:39:52 ",-9,-73
"18:35:23 ",-8,-70
"18:39:21 ",-9,-73
"18:33:38 ",-8,-70
"18:49:33 ",-8,-73
"18:44:33 ",-9,-70
"18:42:46 ",-9,-73
"18:46:41 ",-11,-73
"18:39:16 ",-9,-71
"18:37:16 ",-5,-73
"18:48:29 ",-9,-71
"18:34:06 ",-6,-70
"18:43:22 ",-10,-73
"18:41:19 ",-10,-71
"18:49:07 ",-8,-70
"18:37:57 ",-6,-73
"18:49:48 ",-7,-70
"18:36:35 ",-9,-73
"18:41:50 ",-8,-70
"18:47:17 ",-10,-70
"18:47:07 ",-11,-71
"18:45:45 ",-10,-71
"18:34:52",-7,-70
"18:34:57 ",-6,-72
"18:48:47 ",-9,-72
"18:46:06 ",-10,-71
"18:37:05 ",-5,-72
"18:50:50 ",-7,-72
"18:35:49 ",-6,-71
"18:35:43 ",-8,-73
