"timestamp","rssi","rx"
"19:54:05 ",-15,-81
"19:47:56 ",0,-80
"19:43:55 ",-9,-90
"19:55:50 ",-4,-83
"19:41:52 ",-5,-83
"19:46:15 ",-1,-81
"19:40:39 ",0,-80
"19:47:15 ",0,-84
"19:49:35 ",-2,-94
"19:49:41 ",-12,-80
"19:49:40 ",0,-85
"19:46:47 ",-18,-92
"19:43:02 ",-11,-84
"19:48:04 ",-11,-80
"19:44:24 ",-5,-83
"19:56:01 ",-6,-78
"19:50:08 ",-2,-90
"19:50:08 ",-2,-83
"19:37:52 ",-9,-100
"19:38:01 ",-12,-89
"19:47:46 ",-3,-84
"19:43:44 ",-9,-80
"19:39:09 ",-3,-88
"19:41:40 ",-6,-82
"19:40:00 ",-2,-82
"19:57:00 ",-8,-89
"19:44:14 ",-5,-83
"19:53:28 ",-3,-83
"19:47:01 ",-8,-94
"19:38:31 ",0,-79
"19:55:33 ",-15,-79
"19:44:36 ",-6,-82
"19:45:49 ",0,-89
"19:39:43 ",-1,-95
"19:52:10 ",-6,-80
"19:54:29 ",-6,-84
"19:54:22 ",0,-82
"19:54:54 ",-9,-81
"19:50:56 ",-10,-79
"19:48:27 ",0,-83
"19:55:08 ",-6,-82
"19:40:14 ",-5,-79
"19:41:21 ",-9,-90
"19:56:27 ",-5,-80
"19:53:36 ",-12,-83
"19:51:14 ",-9,-79
"19:43:22 ",-5,-90
"19:55:41 ",-7,-81
"19:44:09 ",-7,-85
"19:45:31 ",-11,-79
"19:45:38 ",-12,-80
"19:40:23 ",0,-88
"19:53:05 ",-5,-80
"19:42:01 ",0,-79
"19:54:41 ",-9,-88
"19:49:53 ",-5,-79
"19:47:13 ",-2,-79
"19:57:11 ",-3,-82
"19:43:13 ",-3,-95
"19:42:11 ",0,-85
"19:52:05 ",-6,-81
"19:52:41 ",-10,-82
"19:42:52 ",0,-79
"19:52:39 ",-3,-85
"19:38:10 ",0,-81
"19:57:23 ",-16,-83
