"mac_address",rasp,rx,"timestamp",sn
"98:01:A7:B6:B2:BD",1,-39,"10:43:30.496",3593
"98:01:A7:B6:B2:BD",1,-40,"10:43:30.509",3594
"98:01:A7:B6:B2:BD",1,-40,"10:43:30.512",3595
"98:01:A7:B6:B2:BD",1,-42,"10:43:30.536",3597
"98:01:A7:B6:B2:BD",1,-44,"10:43:30.560",3598
"98:01:A7:B6:B2:BD",1,-43,"10:43:30.568",3599
"98:01:A7:B6:B2:BD",1,-39,"10:43:30.841",3810
"98:01:A7:B6:B2:BD",1,-43,"10:43:31.419",3601
"98:01:A7:B6:B2:BD",1,-44,"10:43:31.562",3603
"98:01:A7:B6:B2:BD",1,-44,"10:43:31.700",3604
"98:01:A7:B6:B2:BD",1,-44,"10:43:31.842",3606
"98:01:A7:B6:B2:BD",1,-43,"10:43:31.845",3607
"98:01:A7:B6:B2:BD",1,-42,"10:43:31.971",3610
"98:01:A7:B6:B2:BD",1,-43,"10:43:31.980",3611
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.004",3612
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.005",3613
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.041",3615
"98:01:A7:B6:B2:BD",1,-42,"10:43:32.114",3616
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.124",3617
"98:01:A7:B6:B2:BD",1,-42,"10:43:32.142",3619
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.169",3621
"98:01:A7:B6:B2:BD",1,-45,"10:43:32.193",3623
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.461",3812
"98:01:A7:B6:B2:BD",1,-42,"10:43:32.782",3625
"98:01:A7:B6:B2:BD",1,-44,"10:43:32.880",3626
"98:01:A7:B6:B2:BD",1,-43,"10:43:32.888",3627
"98:01:A7:B6:B2:BD",1,-42,"10:43:33.028",3628
"98:01:A7:B6:B2:BD",1,-43,"10:43:33.035",3629
"98:01:A7:B6:B2:BD",1,-44,"10:43:33.166",3630
"98:01:A7:B6:B2:BD",1,-43,"10:43:33.168",3631
"98:01:A7:B6:B2:BD",1,-44,"10:43:33.309",3635
"98:01:A7:B6:B2:BD",1,-43,"10:43:33.338",3637
"98:01:A7:B6:B2:BD",1,-43,"10:43:33.372",3639
"98:01:A7:B6:B2:BD",1,-44,"10:43:33.498",3643
"98:01:A7:B6:B2:BD",1,-42,"10:43:33.523",3646
"98:01:A7:B6:B2:BD",1,-44,"10:43:33.779",3649
"98:01:A7:B6:B2:BD",1,-44,"10:43:33.924",3651
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.061",3652
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.198",3655
"98:01:A7:B6:B2:BD",1,-44,"10:43:34.331",3656
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.350",3658
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.351",3659
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.361",3661
"98:01:A7:B6:B2:BD",1,-45,"10:43:34.459",3664
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.460",3665
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.496",3667
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.525",3669
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.557",3671
"98:01:A7:B6:B2:BD",1,-43,"10:43:34.807",3673
"98:01:A7:B6:B2:BD",1,-44,"10:43:34.946",3675
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.088",3676
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.217",3679
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.356",3680
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.387",3685
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.418",3687
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.486",3636
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.494",3637
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.525",3690
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.552",3691
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.555",3692
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.576",3693
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.578",3694
"98:01:A7:B6:B2:BD",1,-43,"10:43:35.835",3696
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.963",3697
"98:01:A7:B6:B2:BD",1,-44,"10:43:35.964",3698
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.110",3699
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.113",3700
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.252",3702
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.257",3703
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.357",3704
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.382",3705
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.386",3706
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.391",3707
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.392",3708
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.416",3710
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.443",3712
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.511",3713
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.542",3716
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.570",3718
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.599",3719
"98:01:A7:B6:B2:BD",1,-44,"10:43:36.602",3720
"98:01:A7:B6:B2:BD",1,-43,"10:43:36.880",3814
"98:01:A7:B6:B2:BD",1,-44,"10:43:37.957",3725
"98:01:A7:B6:B2:BD",1,-43,"10:43:37.961",3726
"98:01:A7:B6:B2:BD",1,-43,"10:43:37.962",3728
"98:01:A7:B6:B2:BD",1,-44,"10:43:37.965",3730
"98:01:A7:B6:B2:BD",1,-44,"10:43:37.973",3740
"98:01:A7:B6:B2:BD",1,-44,"10:43:38.047",3741
"98:01:A7:B6:B2:BD",1,-42,"10:43:38.056",3639
"98:01:A7:B6:B2:BD",1,-44,"10:43:38.127",3747
"98:01:A7:B6:B2:BD",1,-43,"10:43:38.397",3816
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.199",3817
"98:01:A7:B6:B2:BD",1,-44,"10:43:39.208",3749
"98:01:A7:B6:B2:BD",1,-44,"10:43:39.209",3750
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.349",3752
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.490",3754
"98:01:A7:B6:B2:BD",1,-44,"10:43:39.628",3755
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.763",3760
"98:01:A7:B6:B2:BD",1,-44,"10:43:39.795",3761
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.800",3762
"98:01:A7:B6:B2:BD",1,-44,"10:43:39.826",3764
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.890",3765
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.896",3640
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.921",3767
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.945",3769
"98:01:A7:B6:B2:BD",1,-43,"10:43:39.980",3771
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.238",3773
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.379",3774
"98:01:A7:B6:B2:BD",1,-44,"10:43:40.382",3775
"98:01:A7:B6:B2:BD",1,-44,"10:43:40.557",3777
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.667",3779
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.803",3783
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.832",3785
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.865",3787
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.936",3788
"98:01:A7:B6:B2:BD",1,-43,"10:43:40.940",3641
"98:01:A7:B6:B2:BD",1,-44,"10:43:40.972",3789
"98:01:A7:B6:B2:BD",1,-43,"10:43:41.007",3792
"98:01:A7:B6:B2:BD",1,-43,"10:43:41.026",3794
"98:01:A7:B6:B2:BD",1,-43,"10:43:41.309",3818
"98:01:A7:B6:B2:BD",1,-43,"10:43:41.372",3796
"98:01:A7:B6:B2:BD",1,-43,"10:43:41.500",3797
"98:01:A7:B6:B2:BD",1,-50,"10:43:41.507",3798
"98:01:A7:B6:B2:BD",1,-54,"10:43:41.673",3800
"98:01:A7:B6:B2:BD",1,-43,"10:43:42.441",3816
"98:01:A7:B6:B2:BD",1,-44,"10:43:42.994",3822
"98:01:A7:B6:B2:BD",1,-43,"10:43:43.123",3823
"98:01:A7:B6:B2:BD",1,-44,"10:43:43.126",3824
"98:01:A7:B6:B2:BD",1,-43,"10:43:43.271",3826
"98:01:A7:B6:B2:BD",1,-44,"10:43:43.414",3828
"98:01:A7:B6:B2:BD",1,-43,"10:43:43.546",3830
"98:01:A7:B6:B2:BD",1,-43,"10:43:43.554",3832
"98:01:A7:B6:B2:BD",1,-44,"10:43:43.586",3834
"98:01:A7:B6:B2:BD",1,-43,"10:43:43.615",3836
"98:01:A7:B6:B2:BD",1,-44,"10:43:44.049",3822
"98:01:A7:B6:B2:BD",1,-43,"10:43:44.599",3823
"98:01:A7:B6:B2:BD",1,-67,"10:43:44.601",3845
"98:01:A7:B6:B2:BD",1,-43,"10:43:45.567",3824
"98:01:A7:B6:B2:BD",1,-44,"10:43:46.008",3825
"98:01:A7:B6:B2:BD",1,-42,"10:43:46.785",3892
"98:01:A7:B6:B2:BD",1,-43,"10:43:47.085",3826
