"timestamp","rx","rx"
"11:41:48",-75,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:42:39",-75,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-75,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-75,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:42:39",-74,-83
"11:43:27",-74,-83
"11:43:27",-74,-83
"11:43:27",-74,-83
"11:43:27",-73,-83
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-75,-84
"11:43:45",-74,-84
"11:43:45",-74,-84
