"timestamp","rx","rx"
"11:35:11",-74,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-76,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:11",-74,-85
"11:35:11",-74,-85
"11:35:11",-75,-85
"11:35:11",-75,-85
"11:35:52",-76,-84
"11:35:52",-76,-84
"11:35:52",-76,-84
"11:35:52",-74,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-76,-84
"11:35:52",-76,-84
"11:35:52",-76,-84
"11:35:52",-74,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-76,-84
"11:35:52",-75,-84
"11:35:52",-76,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-76,-84
"11:35:52",-76,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-74,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-75,-84
"11:35:52",-76,-84
"11:35:52",-75,-84
"11:36:12",-75,-83
"11:36:12",-75,-83
"11:36:12",-76,-83
"11:36:12",-75,-83
"11:36:12",-80,-83
"11:36:12",-76,-83
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-77,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-81,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-74,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-75,-84
"11:36:51",-76,-84
"11:36:51",-76,-84
"11:36:51",-74,-84
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-76,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-76,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-80,-85
"11:36:56",-74,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:36:56",-75,-85
"11:37:06",-77,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-74,-87
"11:37:06",-75,-87
"11:37:06",-74,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-74,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-74,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-74,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:37:06",-75,-87
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-79,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-75,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-75,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-80,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-74,-84
"11:39:11",-75,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-80,-84
"11:39:11",-75,-84
"11:39:11",-74,-84
"11:39:11",-75,-84
"11:39:11",-75,-84
"11:39:29",-75,-87
"11:39:29",-76,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-74,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-76,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:29",-74,-87
"11:39:29",-75,-87
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-74,-86
"11:39:32",-74,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-75,-86
"11:39:32",-74,-86
"11:39:32",-74,-86
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-74,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-75,-84
"11:39:58",-74,-84
"11:39:58",-74,-84
"11:40:18",-74,-85
"11:40:18",-75,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-75,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-75,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:40:18",-74,-85
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-76,-84
"11:41:27",-74,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-76,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-76,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-76,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-75,-84
"11:41:27",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
"11:41:48",-75,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-74,-84
"11:41:48",-75,-84
