"timestamp","rx","rssi","01"
"11:41:24.7",-64,-2,"01"
"11:41:24.7",-42,-2,"01"
"11:41:28.3",-43,-1,"01"
"11:41:29.5",-44,0,"01"
"11:41:30.7",-44,-2,"01"
"11:41:31.8",-44,-4,"01"
"11:41:33.0",-43,-1,"01"
"11:41:34.4",-44,-3,"01"
"11:41:58.8",-42,-1,"01"
"11:41:58.8",-43,-1,"01"
"11:41:59.8",-42,-3,"01"
"11:41:59.8",-43,-3,"01"
"11:42:00.9",-42,-5,"01"
"11:42:00.9",-43,-5,"01"
"11:42:28.8",-44,-6,"01"
"11:42:28.8",-43,-6,"01"
"11:45:45.3",-61,-7,"02"
"11:45:45.3",-59,-7,"02"
"11:45:45.3",-62,-7,"02"
"11:45:46.5",-62,-5,"02"
"11:45:46.5",-60,-5,"02"
"11:45:50.0",-61,-5,"02"
"11:45:52.5",-62,-6,"02"
"11:45:52.5",-61,-6,"02"
"11:45:52.5",-63,-6,"02"
"11:45:52.5",-60,-6,"02"
"11:45:53.6",-61,-7,"02"
"11:45:53.6",-62,-7,"02"
"11:45:54.8",-61,-6,"02"
"11:45:54.8",-60,-6,"02"
"11:45:55.9",-61,-8,"02"
"11:45:55.9",-75,-8,"02"
"11:46:27.1",-61,-6,"02"
"11:46:27.1",-57,-6,"02"
"11:46:27.1",-60,-6,"02"
"11:46:28.4",-60,-5,"02"
"11:46:29.5",-60,-5,"02"
"11:46:29.5",-61,-5,"02"
"11:46:29.5",-62,-5,"02"
"11:51:27.6",-65,-14,"03"
"11:51:28.9",-65,-14,"03"
"11:51:28.9",-66,-14,"03"
"11:51:29.9",-65,-14,"03"
"11:51:29.9",-66,-14,"03"
"11:51:29.9",-64,-14,"03"
"11:51:31.1",-67,-16,"03"
"11:51:31.1",-66,-16,"03"
"11:51:31.1",-65,-16,"03"
"11:51:32.2",-66,-12,"03"
"11:51:32.2",-64,-12,"03"
"11:51:33.5",-65,-13,"03"
"11:51:33.5",-66,-13,"03"
"11:51:34.7",-65,-12,"03"
"11:51:34.7",-67,-12,"03"
"11:51:34.7",-64,-12,"03"
"11:51:35.9",-65,-17,"03"
"11:51:35.9",-66,-17,"03"
"11:51:37.1",-66,-16,"03"
"11:51:37.1",-67,-16,"03"
"11:51:37.1",-64,-16,"03"
"11:51:37.1",-65,-16,"03"
"11:51:38.2",-66,-15,"03"
"11:51:38.2",-65,-15,"03"
"11:51:39.2",-65,-13,"03"
"11:51:39.2",-66,-13,"03"
"11:51:40.5",-66,-15,"03"
"11:51:40.5",-65,-15,"03"
"11:51:41.7",-65,-13,"03"
"11:51:41.7",-67,-13,"03"
"11:51:41.7",-66,-13,"03"
"11:51:42.8",-66,-14,"03"
"11:51:42.8",-65,-14,"03"
"11:52:24.3",-63,-16,"03"
"11:52:24.3",-66,-16,"03"
"11:52:24.3",-69,-16,"03"
"11:52:25.5",-68,-17,"03"
"11:52:28.1",-69,-16,"03"
"11:52:28.1",-68,-16,"03"
"11:52:28.1",-71,-16,"03"
"11:52:29.1",-67,-17,"03"
"11:52:29.1",-65,-17,"03"
"11:52:30.3",-66,-14,"03"
"11:52:30.3",-67,-14,"03"
"11:52:35.2",-65,-11,"03"
"11:52:35.2",-66,-11,"03"
"11:52:51.3",-66,-13,"03"
"11:52:51.3",-65,-13,"03"
"11:52:51.3",-64,-13,"03"
"11:52:54.9",-68,-13,"03"
"11:52:54.9",-69,-13,"03"
"11:52:56.0",-68,-11,"03"
"11:52:56.0",-69,-11,"03"
"11:52:56.0",-70,-11,"03"
"11:55:32.5",-69,-19,"04"
"11:55:33.6",-69,-19,"04"
"11:55:33.6",-70,-19,"04"
"11:56:21.1",-69,-19,"04"
"11:56:21.1",-70,-19,"04"
"11:56:19.9",-69,-19,"04"
"11:56:22.3",-69,-18,"04"
"12:08:12.2",-78,-24,"06"
"12:08:12.2",-79,-24,"06"
"12:08:27.4",-79,-27,"06"
"12:08:27.4",-78,-27,"06"
"12:08:26.3",-78,-27,"06"
"12:08:26.3",-79,-27,"06"
"12:08:13.2",-78,-24,"06"
"12:08:13.2",-79,-24,"06"
"12:08:14.3",-79,-28,"06"
"12:08:14.3",-78,-28,"06"
"12:11:34.8",-73,-25,"07"
"12:11:34.8",-74,-25,"07"
"12:10:27.7",-74,-27,"07"
"12:10:26.6",-70,-26,"07"
"12:10:26.6",-75,-26,"07"
"12:10:30.0",-74,-29,"07"
"12:10:30.0",-73,-29,"07"
"12:11:33.6",-74,-26,"07"
"12:11:33.6",-73,-26,"07"
"12:15:13.3",-83,-26,"08"
"12:15:13.3",-84,-26,"08"
"12:16:18.9",-83,-23,"08"
"12:16:18.9",-84,-23,"08"
"12:15:15.5",-83,-25,"08"
"12:15:15.5",-84,-25,"08"
"12:15:17.8",-84,-27,"08"
"12:15:17.8",-83,-27,"08"
"12:15:14.3",-84,-24,"08"
"12:16:20.0",-84,-25,"08"
"12:16:20.0",-83,-25,"08"
"12:15:16.7",-84,-26,"08"
"12:15:16.7",-83,-26,"08"
"12:22:15.0",-84,-31,"09"
"12:25:13.5",-80,-25,10
"12:25:13.5",-79,-25,10
"12:25:09.8",-80,-25,10
"12:25:10.9",-80,-28,10
"12:25:10.9",-81,-28,10
"12:25:14.6",-81,-28,10
"12:25:14.6",-80,-28,10
"12:25:53.8",-75,-28,10
"12:25:08.6",-78,-28,10
"12:25:12.1",-80,-28,10
"12:25:12.1",-79,-28,10
