"timestamp","rx"
"10:48:14",-47
"10:48:15",-47
"10:48:15",-48
"10:48:15",-43
"10:48:26",-45
"10:48:30",-48
"10:48:39",-47
"10:48:54",-47
"10:48:54",-43
"10:49:09",-47
"10:49:15",-47
"10:49:16",-47
"10:49:17",-43
"10:49:19",-43
"10:49:21",-43
"10:49:22",-42
"10:49:22",-46
"10:49:22",-47
"10:49:22",-47
"10:49:22",-47
"10:49:22",-47
"10:49:22",-46
"10:49:22",-48
"10:49:23",-47
"10:49:23",-67
"10:49:23",-46
"10:49:23",-46
"10:49:23",-47
"10:49:23",-46
"10:49:23",-46
"10:49:23",-46
"10:49:23",-66
"10:49:24",-46
"10:49:24",-47
"10:49:24",-47
"10:49:24",-48
"10:49:24",-71
"10:49:24",-47
"10:49:24",-48
"10:49:24",-69
"10:49:24",-46
"10:49:25",-46
"10:49:25",-47
"10:49:25",-48
"10:49:25",-48
"10:49:25",-46
"10:49:25",-46
"10:49:25",-46
"10:49:25",-46
"10:49:25",-47
"10:49:25",-47
"10:49:26",-48
"10:49:26",-46
"10:49:26",-47
"10:49:26",-46
"10:49:26",-47
"10:49:26",-46
"10:49:26",-47
"10:49:26",-48
"10:49:26",-46
"10:49:27",-46
"10:49:27",-47
"10:49:27",-46
"10:49:27",-47
"10:49:27",-46
"10:49:27",-47
"10:49:27",-46
"10:49:27",-46
"10:49:27",-47
"10:49:28",-47
"10:49:28",-48
"10:49:28",-42
"10:49:29",-47
"10:49:29",-48
"10:49:30",-48
"10:49:30",-42
"10:49:31",-47
"10:49:32",-42
"10:49:39",-48
"10:49:41",-47
"10:50:26",-43
"10:50:43",-43
"10:50:44",-42
"10:50:44",-48
"10:50:44",-46
"10:50:44",-48
"10:50:44",-47
"10:50:44",-47
"10:50:45",-47
"10:50:45",-47
"10:50:45",-47
"10:50:45",-47
"10:50:45",-47
"10:50:45",-46
"10:50:45",-46
"10:50:45",-46
"10:50:45",-48
"10:50:46",-46
"10:50:46",-46
"10:50:46",-46
"10:50:46",-46
"10:50:46",-47
"10:50:46",-47
"10:50:46",-47
"10:50:46",-48
"10:50:46",-47
"10:50:47",-48
"10:50:47",-48
"10:50:47",-46
"10:50:47",-47
"10:50:47",-47
"10:50:47",-46
"10:50:47",-46
"10:50:47",-46
"10:50:47",-46
"10:50:48",-48
"10:50:48",-46
"10:50:48",-47
"10:50:48",-47
"10:50:48",-48
"10:50:48",-48
"10:50:48",-47
"10:50:48",-48
"10:50:48",-48
"10:50:49",-46
"10:50:49",-46
"10:50:49",-48
"10:50:49",-46
"10:50:49",-47
"10:50:49",-48
"10:50:49",-47
"10:50:49",-47
"10:50:49",-46
"10:50:50",-47
"10:50:50",-48
"10:50:50",-47
"10:50:50",-46
"10:50:50",-46
"10:50:50",-46
"10:50:50",-48
"10:50:50",-46
"10:50:50",-47
"10:50:51",-48
"10:50:51",-48
"10:50:51",-47
"10:50:51",-47
"10:50:51",-46
"10:50:51",-67
"10:50:51",-47
"10:50:51",-46
"10:50:51",-75
"10:50:52",-48
"10:50:52",-47
"10:50:52",-47
"10:50:52",-47
"10:50:52",-47
"10:50:52",-48
"10:50:52",-47
"10:50:52",-46
"10:50:52",-48
"10:50:52",-48
"10:50:53",-48
"10:50:53",-47
"10:50:53",-46
"10:50:53",-47
"10:50:53",-46
"10:50:53",-46
"10:50:53",-47
"10:50:53",-47
"10:50:53",-46
"10:50:54",-46
"10:50:54",-47
"10:50:54",-48
"10:50:54",-47
"10:50:54",-47
"10:50:54",-47
"10:50:54",-47
"10:50:54",-48
"10:50:54",-47
"10:50:55",-46
"10:50:55",-48
"10:50:55",-48
"10:50:55",-46
"10:50:55",-48
"10:50:55",-46
"10:50:55",-46
"10:50:55",-46
"10:50:55",-46
"10:50:56",-47
"10:50:56",-47
"10:50:56",-46
"10:50:56",-47
"10:50:56",-47
"10:50:56",-47
"10:50:56",-46
"10:51:08",-47
"10:51:08",-48
"10:51:09",-44
"10:51:09",-47
"10:51:09",-43
"10:51:09",-47
"10:51:09",-47
"10:51:10",-47
"10:51:10",-46
"10:51:10",-46
"10:51:10",-46
"10:51:10",-47
"10:51:10",-48
"10:51:10",-46
"10:51:10",-48
"10:51:10",-46
"10:51:11",-48
"10:51:11",-48
"10:51:11",-47
"10:51:11",-46
"10:51:11",-46
"10:51:11",-47
"10:51:11",-47
"10:51:11",-46
"10:51:11",-47
"10:51:12",-47
"10:51:12",-46
"10:51:12",-47
"10:51:12",-47
"10:51:12",-46
"10:51:12",-47
"10:51:12",-46
"10:51:12",-46
"10:51:12",-48
"10:51:13",-46
"10:51:13",-46
"10:51:13",-46
"10:51:13",-46
"10:51:13",-48
"10:51:13",-46
"10:51:13",-47
"10:51:13",-48
"10:51:13",-47
"10:51:14",-47
"10:51:14",-48
"10:51:14",-48
"10:51:14",-46
"10:51:14",-47
"10:51:14",-46
"10:51:14",-48
"10:51:14",-47
"10:51:14",-47
"10:51:15",-47
"10:51:15",-47
"10:51:15",-48
"10:51:15",-46
"10:51:15",-47
"10:51:15",-46
"10:51:15",-47
"10:51:15",-47
"10:51:15",-43
"10:51:26",-43
"10:51:39",-49
"10:51:49",-44
"10:51:49",-49
"10:51:49",-48
"10:51:54",-48
"10:51:54",-48
"10:51:54",-48
"10:51:54",-47
"10:51:54",-46
"10:51:55",-47
"10:51:55",-47
"10:51:55",-47
"10:51:55",-46
"10:51:55",-47
"10:51:55",-47
"10:51:55",-48
"10:51:55",-47
"10:51:55",-47
"10:51:56",-47
"10:51:56",-48
"10:51:56",-48
"10:51:56",-47
"10:51:56",-46
"10:51:56",-47
"10:51:56",-46
"10:51:56",-46
"10:51:56",-48
"10:51:57",-47
"10:51:57",-47
"10:51:57",-47
"10:51:57",-47
"10:51:57",-47
"10:51:57",-74
"10:51:57",-48
"10:51:57",-47
"10:51:57",-48
"10:51:57",-47
"10:51:58",-47
"10:51:58",-48
"10:51:58",-47
"10:51:58",-48
"10:51:58",-46
"10:51:58",-47
"10:51:58",-47
"10:51:58",-47
"10:51:59",-47
"10:51:59",-47
"10:51:59",-47
"10:51:59",-46
"10:51:59",-48
"10:51:59",-47
"10:51:59",-46
"10:51:59",-46
"10:51:59",-46
"10:52:00",-46
"10:52:00",-48
"10:52:00",-47
"10:52:00",-46
"10:52:00",-47
"10:52:00",-47
"10:52:00",-46
"10:52:00",-47
"10:52:00",-48
"10:52:01",-43
"10:52:09",-49
"10:52:26",-42
"10:52:56",-43
"10:53:39",-48
"10:54:09",-48
"10:54:15",-45
"10:54:15",-47
"10:54:20",-48
"10:54:20",-42
"10:54:26",-45
"10:54:39",-47
"10:54:54",-47
"10:54:55",-48
"10:54:55",-43
"10:55:08",-48
"10:55:26",-44
"10:56:26",-42
"10:56:38",-47
"10:57:08",-43
"10:57:09",-48
"10:57:26",-44
"10:57:35",-48
"10:57:35",-43
"10:57:36",-47
"10:57:36",-70
"10:57:36",-46
"10:57:36",-47
"10:57:37",-47
"10:57:37",-46
"10:57:37",-47
"10:57:37",-48
"10:57:37",-47
"10:57:37",-46
"10:57:37",-46
"10:57:37",-47
"10:57:37",-47
"10:57:38",-46
"10:57:38",-47
"10:57:38",-46
"10:57:38",-46
"10:57:38",-48
"10:57:38",-46
"10:57:38",-46
"10:57:38",-47
"10:57:38",-47
"10:57:39",-47
"10:57:39",-47
"10:57:39",-46
"10:57:39",-47
"10:57:39",-47
"10:57:39",-46
"10:57:39",-46
"10:57:39",-47
"10:57:39",-47
"10:57:40",-47
"10:57:40",-67
"10:57:40",-68
"10:57:40",-47
"10:57:40",-47
"10:57:40",-47
"10:57:40",-48
"10:57:40",-46
"10:57:40",-46
"10:57:41",-47
"10:57:41",-46
"10:57:41",-46
"10:57:41",-47
"10:57:41",-48
"10:57:41",-46
"10:57:41",-46
"10:57:41",-47
"10:57:41",-46
"10:57:42",-46
"10:57:42",-46
"10:57:42",-48
"10:57:42",-47
"10:57:42",-46
"10:57:42",-47
"10:57:42",-45
"10:57:54",-47
"10:57:55",-48
"10:58:03",-47
"10:58:03",-48
"10:58:04",-45
"10:58:04",-48
"10:58:05",-48
"10:58:05",-44
"10:58:06",-47
"10:58:06",-47
"10:58:06",-46
"10:58:06",-47
"10:58:06",-48
"10:58:06",-46
"10:58:06",-47
"10:58:06",-47
"10:58:06",-46
"10:58:07",-46
"10:58:07",-46
"10:58:07",-46
"10:58:07",-47
"10:58:07",-46
"10:58:07",-46
"10:58:07",-48
"10:58:07",-47
"10:58:07",-46
"10:58:08",-46
"10:58:08",-46
"10:58:08",-47
"10:58:08",-48
"10:58:08",-48
"10:58:08",-46
"10:58:08",-47
"10:58:08",-48
"10:58:08",-46
"10:58:09",-47
"10:58:09",-43
"10:58:26",-44
"10:58:56",-43
"10:59:26",-43
"10:59:27",-43
"10:59:38",-47
"11:00:08",-44
"11:00:09",-47
"11:00:26",-43
"11:00:38",-47
"11:00:46",-43
"11:00:55",-47
"11:01:25",-43
"11:01:56",-45
"11:01:56",-44
"11:01:56",-47
"11:01:56",-48
"11:01:56",-47
"11:01:57",-48
"11:01:58",-47
"11:01:58",-46
"11:01:58",-46
"11:01:58",-46
"11:01:59",-47
"11:01:59",-47
"11:01:59",-47
"11:01:59",-49
"11:01:59",-48
"11:01:59",-48
"11:01:59",-45
"11:02:00",-47
"11:02:00",-48
"11:02:00",-46
"11:02:00",-48
"11:02:00",-47
"11:02:00",-47
"11:02:00",-47
"11:02:00",-47
"11:02:00",-47
"11:02:00",-47
"11:02:01",-46
"11:02:01",-48
"11:02:01",-46
"11:02:01",-46
"11:02:01",-48
"11:02:01",-48
"11:02:01",-47
"11:02:01",-48
"11:02:01",-47
"11:02:02",-47
"11:02:02",-47
"11:02:02",-47
"11:02:02",-47
"11:02:02",-46
"11:02:02",-47
"11:02:02",-48
"11:02:02",-46
"11:02:02",-47
"11:02:03",-46
"11:02:03",-47
"11:02:03",-46
"11:02:03",-46
"11:02:03",-47
"11:02:03",-47
"11:02:03",-46
"11:02:03",-46
"11:02:03",-47
"11:02:04",-47
"11:02:04",-48
"11:02:04",-48
"11:02:04",-48
"11:02:04",-47
"11:02:04",-46
"11:02:04",-48
"11:02:04",-46
"11:02:04",-46
"11:02:04",-48
"11:02:05",-46
"11:02:05",-46
"11:02:05",-47
"11:02:05",-47
"11:02:05",-46
"11:02:05",-46
"11:02:05",-47
"11:02:05",-46
"11:02:05",-73
"11:02:06",-48
"11:02:06",-47
"11:02:06",-46
"11:02:06",-48
"11:02:06",-47
"11:02:06",-46
"11:02:06",-46
"11:02:06",-47
"11:02:06",-48
"11:02:07",-47
"11:02:07",-47
"11:02:07",-47
"11:02:07",-46
"11:02:07",-48
"11:02:07",-47
"11:02:07",-46
"11:02:07",-47
"11:02:07",-46
"11:02:08",-46
"11:02:08",-46
"11:02:08",-47
"11:02:08",-47
"11:02:08",-48
"11:02:08",-46
"11:02:08",-47
"11:02:08",-48
"11:02:08",-47
"11:02:08",-47
"11:02:09",-47
"11:02:09",-43
"11:02:10",-48
"11:02:10",-49
"11:02:10",-44
"11:02:11",-48
"11:02:11",-48
"11:02:12",-48
"11:02:12",-42
"11:02:12",-49
"11:02:13",-48
"11:02:13",-45
"11:02:13",-48
"11:02:13",-42
"11:02:14",-44
"11:02:14",-48
"11:02:14",-45
"11:02:15",-48
"11:02:15",-44
"11:02:15",-48
"11:02:15",-48
"11:02:16",-43
"11:02:16",-43
"11:02:16",-48
"11:02:16",-47
"11:02:17",-47
"11:02:17",-47
"11:02:17",-47
"11:02:17",-47
"11:02:17",-47
"11:02:17",-47
"11:02:17",-46
"11:02:17",-46
"11:02:17",-48
"11:02:18",-48
"11:02:18",-46
"11:02:18",-46
"11:02:18",-48
"11:02:18",-47
"11:02:18",-47
"11:02:18",-46
"11:02:18",-46
"11:02:18",-48
"11:02:19",-46
"11:02:19",-46
"11:02:19",-46
"11:02:19",-46
"11:02:19",-46
"11:02:19",-46
"11:02:19",-47
"11:02:19",-47
"11:02:19",-47
"11:02:19",-47
"11:02:20",-47
"11:02:20",-47
"11:02:20",-46
"11:02:20",-48
"11:02:20",-48
"11:02:20",-47
"11:02:20",-47
"11:02:20",-46
"11:02:20",-46
"11:02:21",-46
"11:02:21",-46
"11:02:21",-47
"11:02:21",-48
"11:02:21",-46
"11:02:21",-46
"11:02:21",-46
"11:02:21",-47
"11:02:21",-47
"11:02:22",-46
"11:02:22",-47
"11:02:22",-47
"11:02:22",-46
"11:02:22",-47
"11:02:22",-48
"11:02:22",-48
"11:02:22",-47
"11:02:22",-48
"11:02:23",-66
"11:02:23",-46
"11:02:23",-46
"11:02:23",-46
"11:02:23",-47
"11:02:23",-47
"11:02:23",-47
"11:02:23",-46
"11:02:23",-47
"11:02:24",-48
"11:02:24",-46
"11:02:24",-48
"11:02:24",-47
"11:02:24",-46
"11:02:24",-48
"11:02:24",-46
"11:02:24",-47
"11:02:24",-49
"11:02:25",-48
"11:02:25",-48
"11:02:25",-47
"11:02:25",-47
"11:02:25",-48
"11:02:25",-47
"11:02:25",-46
"11:02:25",-46
"11:02:25",-47
"11:02:26",-47
"11:02:26",-47
"11:02:26",-46
"11:02:26",-47
"11:02:26",-47
"11:02:26",-48
"11:02:26",-46
"11:02:26",-47
"11:02:26",-47
"11:02:27",-47
"11:02:27",-47
"11:02:27",-47
"11:02:27",-46
"11:02:27",-47
"11:02:27",-48
"11:02:27",-47
"11:02:27",-46
"11:02:27",-47
"11:02:28",-47
"11:02:28",-47
"11:02:28",-47
"11:02:28",-47
"11:02:28",-47
"11:02:28",-48
"11:02:28",-47
"11:02:28",-45
"11:02:29",-48
"11:02:29",-48
"11:02:31",-48
"11:02:31",-48
"11:02:31",-49
"11:02:32",-48
"11:02:32",-47
"11:02:32",-48
"11:02:32",-47
"11:02:32",-47
"11:02:32",-48
"11:02:33",-46
"11:02:33",-47
"11:02:33",-46
"11:02:33",-46
"11:02:33",-46
"11:02:33",-47
"11:02:33",-46
"11:02:33",-48
"11:02:33",-48
"11:02:33",-47
"11:02:34",-46
"11:02:34",-47
"11:02:34",-47
"11:02:34",-46
"11:02:34",-46
"11:02:34",-47
"11:02:34",-48
"11:02:34",-47
"11:02:35",-47
"11:02:35",-47
"11:02:35",-46
"11:02:35",-47
"11:02:35",-47
"11:02:35",-46
"11:02:35",-46
"11:02:35",-46
"11:02:35",-46
"11:02:35",-47
"11:02:36",-47
"11:02:36",-47
"11:02:36",-46
"11:02:36",-47
"11:02:36",-47
"11:02:36",-49
"11:02:36",-46
"11:02:36",-47
"11:02:36",-46
"11:02:37",-46
"11:02:37",-47
"11:02:37",-46
"11:02:37",-46
"11:02:37",-47
"11:02:37",-47
"11:02:37",-48
"11:02:37",-47
"11:02:37",-48
"11:02:38",-47
"11:02:38",-47
"11:02:38",-47
"11:02:38",-46
"11:02:38",-43
"11:02:38",-48
"11:02:40",-48
"11:02:42",-48
"11:02:45",-47
"11:02:47",-47
"11:02:48",-48
"11:02:49",-43
"11:02:54",-49
"11:02:55",-45
"11:02:55",-47
"11:02:55",-48
"11:02:56",-48
"11:02:56",-47
"11:02:56",-46
"11:02:56",-46
"11:02:56",-47
"11:02:56",-46
"11:02:57",-46
"11:02:57",-46
"11:02:57",-46
"11:02:57",-47
"11:02:57",-47
"11:02:57",-46
"11:02:57",-48
"11:02:57",-46
"11:02:57",-48
"11:02:58",-47
"11:02:58",-46
"11:02:58",-46
"11:02:58",-48
"11:02:58",-47
"11:02:58",-46
"11:02:58",-47
"11:02:58",-47
"11:02:58",-46
"11:02:58",-46
"11:02:59",-47
"11:02:59",-46
"11:02:59",-48
"11:02:59",-42
"11:03:02",-43
"11:03:02",-48
"11:03:03",-48
"11:03:04",-42
"11:03:08",-49
"11:03:10",-47
"11:03:10",-46
"11:03:10",-46
"11:03:10",-47
"11:03:10",-47
"11:03:10",-47
"11:03:10",-47
"11:03:11",-47
"11:03:11",-48
"11:03:11",-47
"11:03:11",-46
"11:03:11",-47
"11:03:11",-47
"11:03:11",-47
"11:03:11",-48
"11:03:11",-46
"11:03:12",-46
"11:03:12",-46
"11:03:12",-47
"11:03:12",-46
"11:03:12",-47
"11:03:12",-46
"11:03:12",-48
"11:03:12",-47
"11:03:12",-47
"11:03:13",-48
"11:03:13",-46
"11:03:13",-47
"11:03:13",-46
"11:03:13",-46
"11:03:13",-46
"11:03:13",-47
"11:03:13",-48
"11:03:13",-47
"11:03:14",-46
"11:03:14",-47
"11:03:14",-47
"11:03:14",-47
"11:03:14",-46
"11:03:14",-46
"11:03:14",-47
"11:03:14",-47
"11:03:14",-47
"11:03:15",-46
"11:03:15",-48
"11:03:15",-47
"11:03:15",-47
"11:03:15",-48
"11:03:15",-48
"11:03:15",-46
"11:03:15",-47
"11:03:15",-48
"11:03:16",-43
"11:03:17",-42
"11:03:18",-43
"11:03:26",-46
"11:03:26",-47
"11:03:26",-47
"11:03:26",-47
"11:03:26",-47
"11:03:26",-46
"11:03:26",-47
"11:03:26",-46
"11:03:27",-47
"11:03:27",-47
"11:03:27",-48
"11:03:27",-46
"11:03:27",-46
"11:03:27",-46
"11:03:27",-46
"11:03:27",-48
"11:03:27",-47
"11:03:28",-46
"11:03:28",-46
"11:03:28",-47
"11:03:28",-47
"11:03:28",-48
"11:03:28",-47
"11:03:28",-48
"11:03:28",-46
"11:03:28",-47
"11:03:29",-47
"11:03:29",-47
"11:03:29",-44
"11:03:38",-48
"11:04:00",-48
"11:04:00",-49
"11:04:01",-47
"11:04:01",-47
"11:04:01",-48
"11:04:01",-47
"11:04:01",-46
"11:04:01",-47
"11:04:01",-47
"11:04:01",-46
"11:04:02",-47
"11:04:02",-46
"11:04:02",-47
"11:04:02",-46
"11:04:02",-47
"11:04:02",-47
"11:04:02",-46
"11:04:02",-48
"11:04:02",-46
"11:04:03",-46
"11:04:03",-47
"11:04:03",-46
"11:04:03",-47
"11:04:03",-47
"11:04:03",-46
"11:04:03",-47
"11:04:03",-47
"11:04:03",-47
"11:04:04",-46
"11:04:04",-46
"11:04:04",-46
"11:04:04",-46
"11:04:04",-46
"11:04:04",-46
"11:04:04",-47
"11:04:04",-47
"11:04:04",-48
"11:04:04",-46
"11:04:05",-46
"11:04:05",-46
"11:04:05",-46
"11:04:05",-46
"11:04:05",-47
"11:04:05",-47
"11:04:05",-47
"11:04:05",-46
"11:04:05",-46
"11:04:06",-48
"11:04:06",-47
"11:04:06",-46
"11:04:06",-47
"11:04:06",-47
"11:04:06",-47
"11:04:06",-47
"11:04:06",-46
"11:04:06",-47
"11:04:07",-48
"11:04:07",-47
"11:04:07",-46
"11:04:20",-48
"11:04:21",-47
"11:04:21",-47
"11:04:22",-48
"11:04:22",-47
"11:04:22",-48
"11:04:22",-47
"11:04:22",-46
"11:04:22",-68
"11:04:23",-68
"11:04:23",-48
"11:04:23",-46
"11:04:23",-48
"11:04:23",-47
"11:04:23",-47
"11:04:23",-47
"11:04:23",-46
"11:04:23",-47
"11:04:24",-48
"11:04:24",-46
"11:04:24",-48
"11:04:24",-70
"11:04:24",-47
"11:04:24",-48
"11:04:24",-46
"11:04:24",-46
"11:04:24",-46
"11:04:24",-47
"11:04:25",-46
"11:04:25",-47
"11:04:25",-47
"11:04:25",-48
"11:04:25",-47
"11:04:25",-46
"11:04:25",-47
"11:04:25",-47
"11:04:25",-46
"11:04:26",-48
"11:04:26",-48
"11:04:26",-46
"11:04:26",-48
"11:04:26",-47
"11:04:26",-46
"11:04:26",-48
"11:04:26",-47
"11:04:26",-47
"11:04:27",-46
"11:04:27",-46
"11:04:27",-46
"11:04:27",-48
"11:04:27",-47
"11:04:27",-47
"11:04:27",-47
"11:04:27",-48
"11:04:27",-46
"11:04:28",-48
"11:04:28",-47
"11:04:28",-47
"11:04:28",-46
"11:04:28",-43
"11:04:58",-45
"11:05:06",-48
"11:05:06",-47
"11:05:06",-76
"11:05:06",-47
"11:05:06",-48
"11:05:06",-47
"11:05:06",-47
"11:05:07",-48
"11:05:07",-47
"11:05:07",-47
"11:05:07",-47
"11:05:07",-71
"11:05:07",-47
"11:05:07",-47
"11:05:07",-48
"11:05:07",-48
"11:05:08",-47
"11:05:08",-47
"11:05:08",-47
"11:05:08",-47
"11:05:08",-77
"11:05:08",-46
"11:05:08",-47
"11:05:08",-48
"11:05:08",-46
"11:05:09",-47
"11:05:09",-48
"11:05:09",-46
"11:05:09",-44
"11:05:11",-49
"11:05:24",-48
"11:05:25",-70
"11:05:30",-48
"11:05:30",-42
"11:05:38",-47
"11:06:01",-46
"11:06:01",-47
"11:06:01",-47
"11:06:01",-47
"11:06:01",-46
"11:06:01",-46
"11:06:01",-48
"11:06:01",-46
"11:06:01",-47
