"timestamp","rx","rssi","02"
"11:22:43",-59,0,"02"
"11:22:43",-52,0,"02"
"11:22:44",-60,0,"02"
"11:22:44",-61,0,"02"
"11:22:44",-57,0,"02"
"11:22:44",-58,0,"02"
"11:22:44",-59,0,"02"
"11:22:46",-54,0,"02"
"11:22:46",-55,0,"02"
"11:22:46",-56,0,"02"
"11:22:46",-53,0,"02"
"11:22:47",-55,0,"02"
"11:22:47",-54,0,"02"
"11:22:47",-56,0,"02"
"11:22:47",-61,0,"02"
"11:22:48",-54,0,"02"
"11:22:48",-55,0,"02"
"11:22:48",-56,0,"02"
"11:22:54",-55,0,"02"
"11:22:54",-54,0,"02"
"11:22:54",-60,0,"02"
"11:22:54",-57,0,"02"
"11:22:54",-56,0,"02"
"11:22:55",-61,0,"02"
"11:22:55",-58,0,"02"
"11:22:55",-59,0,"02"
"11:22:55",-53,0,"02"
"11:22:55",-60,0,"02"
"11:22:55",-56,0,"02"
"11:22:55",-54,0,"02"
"11:22:55",-55,0,"02"
"11:22:57",-55,-2,"02"
"11:22:57",-56,-2,"02"
"11:22:57",-57,-2,"02"
"11:22:57",-54,-2,"02"
"11:22:58",-55,-5,"02"
"11:22:58",-54,-5,"02"
"11:22:58",-61,-5,"02"
"11:22:58",-56,-5,"02"
"11:22:58",-58,-5,"02"
"11:22:58",-60,-5,"02"
"11:22:58",-59,-5,"02"
"11:22:58",-62,-5,"02"
"11:22:59",-59,0,"02"
"11:22:59",-61,0,"02"
"11:22:59",-55,0,"02"
"11:22:59",-56,0,"02"
"11:22:59",-54,0,"02"
"11:23:06",-55,0,"02"
"11:23:06",-56,0,"02"
"11:23:06",-57,0,"02"
"11:23:06",-65,0,"02"
"11:23:07",-55,0,"02"
"11:23:07",-56,0,"02"
"11:23:07",-57,0,"02"
"11:23:07",-66,0,"02"
"11:23:08",-58,0,"02"
"11:23:08",-57,0,"02"
"11:23:08",-59,0,"02"
"11:23:08",-56,0,"02"
"11:23:08",-55,0,"02"
"11:23:08",-54,0,"02"
"11:23:09",-56,-5,"02"
"11:23:09",-55,-5,"02"
"11:23:09",-62,-5,"02"
"11:23:09",-61,-5,"02"
"11:23:09",-60,-5,"02"
"11:23:09",-59,-5,"02"
"11:23:09",-54,-5,"02"
"11:23:09",-57,-5,"02"
"11:23:11",-57,0,"02"
"11:23:11",-56,0,"02"
"11:23:11",-55,0,"02"
"11:23:11",-60,0,"02"
"11:23:18",-55,0,"02"
"11:23:18",-56,0,"02"
"11:23:18",-53,0,"02"
"11:23:18",-54,0,"02"
"11:23:18",-57,0,"02"
"11:23:18",-58,0,"02"
"11:23:19",-54,0,"02"
"11:23:19",-55,0,"02"
"11:23:19",-56,0,"02"
"11:23:19",-61,0,"02"
"11:23:19",-58,0,"02"
"11:23:19",-59,0,"02"
"11:23:19",-53,0,"02"
"11:23:21",-60,0,"02"
"11:23:21",-59,0,"02"
"11:23:21",-61,0,"02"
"11:23:21",-56,0,"02"
"11:23:21",-62,0,"02"
"11:23:21",-58,0,"02"
"11:23:21",-54,0,"02"
"11:23:22",-63,-4,"02"
"11:23:22",-61,-4,"02"
"11:23:22",-57,-4,"02"
"11:23:22",-62,-4,"02"
"11:23:22",-59,-4,"02"
"11:23:22",-58,-4,"02"
"11:23:22",-54,-4,"02"
"11:23:22",-56,-4,"02"
"11:23:22",-55,-4,"02"
"11:23:29",-61,0,"02"
"11:23:31",-59,-5,"02"
"11:23:31",-58,-5,"02"
"11:23:31",-60,-5,"02"
"11:23:31",-71,-5,"02"
"11:23:31",-53,-5,"02"
"11:23:31",-54,-5,"02"
"11:23:31",-61,-5,"02"
"11:23:31",-57,-5,"02"
"11:23:31",-55,-5,"02"
"11:23:31",-62,-5,"02"
"11:23:32",-58,-7,"02"
"11:23:32",-59,-7,"02"
"11:23:32",-55,-7,"02"
"11:23:32",-62,-7,"02"
"11:23:32",-60,-7,"02"
"11:23:32",-61,-7,"02"
"11:23:33",-60,0,"02"
"11:23:33",-59,0,"02"
"11:23:33",-54,0,"02"
"11:23:33",-56,0,"02"
"11:23:33",-62,0,"02"
"11:23:34",-60,-5,"02"
"11:23:34",-59,-5,"02"
"11:23:34",-58,-5,"02"
"11:23:34",-54,-5,"02"
"11:23:34",-55,-5,"02"
"11:23:34",-57,-5,"02"
"11:23:34",-56,-5,"02"
"11:23:36",-54,-3,"02"
"11:23:36",-56,-3,"02"
"11:23:36",-62,-3,"02"
"11:23:46",-61,-13,"02"
"11:23:46",-60,-13,"02"
"11:23:46",-59,-13,"02"
"11:23:46",-54,-13,"02"
"11:23:46",-55,-13,"02"
"11:23:54",-61,-7,"02"
"11:23:54",-59,-7,"02"
"11:23:54",-56,-7,"02"
"11:23:54",-63,-7,"02"
"11:23:54",-62,-7,"02"
"11:23:55",-61,0,"02"
"11:23:55",-54,0,"02"
"11:23:55",-59,0,"02"
"11:23:55",-55,0,"02"
"11:23:55",-60,0,"02"
"11:23:56",-61,-8,"02"
"11:23:56",-57,-8,"02"
"11:23:56",-55,-8,"02"
"11:23:56",-56,-8,"02"
"11:23:57",-56,0,"02"
"11:23:57",-55,0,"02"
"11:23:57",-60,0,"02"
"11:23:57",-57,0,"02"
"11:24:07",-56,0,"02"
"11:24:24",-53,0,"02"
"11:24:32",-55,0,"02"
"11:24:32",-52,0,"02"
"11:24:32",-53,0,"02"
"11:24:32",-54,0,"02"
"11:24:32",-51,0,"02"
"11:24:32",-58,0,"02"
"11:24:32",-59,0,"02"
"11:24:37",-58,0,"02"
"11:24:37",-57,0,"02"
"11:24:37",-56,0,"02"
"11:24:37",-52,0,"02"
"11:24:37",-54,0,"02"
"11:24:37",-55,0,"02"
"11:24:37",-53,0,"02"
"11:24:37",-51,0,"02"
"11:25:01",-53,-2,"02"
"11:25:01",-56,-2,"02"
"11:25:01",-55,-2,"02"
"11:25:01",-54,-2,"02"
"11:25:02",-56,0,"02"
"11:25:02",-55,0,"02"
"11:25:02",-54,0,"02"
"11:25:09",-55,0,"02"
"11:25:09",-56,0,"02"
"11:25:09",-54,0,"02"
"11:25:09",-53,0,"02"
"11:25:09",-52,0,"02"
"11:25:10",-54,0,"02"
"11:25:10",-53,0,"02"
"11:25:10",-60,0,"02"
"11:25:10",-59,0,"02"
"11:25:10",-57,0,"02"
"11:25:10",-58,0,"02"
"11:25:10",-56,0,"02"
"11:25:10",-52,0,"02"
"11:25:11",-58,0,"02"
"11:25:11",-57,0,"02"
"11:25:11",-53,0,"02"
"11:25:11",-52,0,"02"
"11:25:11",-60,0,"02"
"11:25:11",-59,0,"02"
"11:25:11",-56,0,"02"
